Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Semantic attempt 3,Semantic attempt 3 sim,Semantic attempt 4,Semantic attempt 4 sim,Semantic attempt 5,Semantic attempt 5 sim,Semantic attempt 6,Semantic attempt 6 sim,Semantic attempt 7,Semantic attempt 7 sim,Semantic attempt 8,Semantic attempt 8 sim,Semantic attempt 9,Semantic attempt 9 sim,Semantic attempt 10,Semantic attempt 10 sim,Semantic attempt 11,Semantic attempt 11 sim,Semantic attempt 12,Semantic attempt 12 sim,Semantic attempt 13,Semantic attempt 13 sim,Semantic attempt 14,Semantic attempt 14 sim,Semantic attempt 15,Semantic attempt 15 sim,Semantic attempt 16,Semantic attempt 16 sim,Semantic attempt 17,Semantic attempt 17 sim,Semantic attempt 18,Semantic attempt 18 sim,Semantic attempt 19,Semantic attempt 19 sim,Semantic attempt 20,Semantic attempt 20 sim,Semantic attempt 21,Semantic attempt 21 sim,Semantic attempt 22,Semantic attempt 22 sim,Semantic attempt 23,Semantic attempt 23 sim,Semantic attempt 24,Semantic attempt 24 sim,Semantic attempt 25,Semantic attempt 25 sim,Semantic attempt 26,Semantic attempt 26 sim,Semantic attempt 27,Semantic attempt 27 sim,Semantic attempt 28,Semantic attempt 28 sim,Semantic attempt 29,Semantic attempt 29 sim,Semantic attempt 30,Semantic attempt 30 sim,Semantic attempt 31,Semantic attempt 31 sim,Semantic attempt 32,Semantic attempt 32 sim,Semantic attempt 33,Semantic attempt 33 sim,Semantic attempt 34,Semantic attempt 34 sim,Semantic attempt 35,Semantic attempt 35 sim
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213843822479248,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213843822479248,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844,"IL8(t) = c(mid) and eventually[0,3]globally(IL8(t) > c(mid))",0.6213844
"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635897,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635897,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896921157837,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896921157837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,∞](IL8(t) > c(mid)) and IL8(t) > c(mid)",0.5905313,"eventually[0,∞](IL8(t) > c(mid)) and IL8(t) > c(mid)",0.5905313,"eventually[0,∞](IL8(t) > c(mid)) and IL8(t) > c(mid)",0.5905312895774841,"eventually[0,∞](IL8(t) > c(mid)) and IL8(t) > c(mid)",0.5905312895774841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"eventually[0,3](IL8(t) > c(low) and d_IL8(t) = d_c(low))",0.54825985,"eventually[0,∞]globally(IL8(t) > c(high)) and globally[0,∞](IL8(t) > c(high))",0.5542056560516357,"eventually[0,∞]globally(IL8(t) > c(high)) and globally[0,∞](IL8(t) > c(high))",0.5542056560516357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL8(t) = c(low) and d_IL8(t) = 0,0.47778755,IL8(t) = c(low) and d_IL8(t) = 0,0.47778755,IL8(t) = c(low) and d_IL8(t) = 0,0.4777875542640686,IL8(t) = c(low) and d_IL8(t) = 0,0.4777875542640686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,3]globally(IL8(t) = c(high)) and eventually[3,6]globally(IL8(t) = c(high)) and eventually[6,9]globally(IL8(t) = c(high)) and eventually[9,12]globally(IL8(t) = c(high)) and eventually[12,15]globally(IL8(t) = c(high)) and eventually[15,18]globally(IL8(t) = c(high))",0.6217,"eventually[0,3]globally(IL8(t) = c(high)) and eventually[3,6]globally(IL8(t) = c(high)) and eventually[6,9]globally(IL8(t) = c(high)) and eventually[9,12]globally(IL8(t) = c(high)) and eventually[12,15]globally(IL8(t) = c(high)) and eventually[15,18]globally(IL8(t) = c(high))",0.6217,"eventually[0,3]globally(IL8(t) = c(high)) and eventually[3,6]globally(IL8(t) = c(high)) and eventually[6,9]globally(IL8(t) = c(high)) and eventually[9,12]globally(IL8(t) = c(high)) and eventually[12,15]globally(IL8(t) = c(high)) and eventually[15,18]globally(IL8(t) = c(high))",0.6216999888420105,"eventually[0,3]globally(IL8(t) = c(high)) and eventually[3,6]globally(IL8(t) = c(high)) and eventually[6,9]globally(IL8(t) = c(high)) and eventually[9,12]globally(IL8(t) = c(high)) and eventually[12,15]globally(IL8(t) = c(high)) and eventually[15,18]globally(IL8(t) = c(high))",0.6216999888420105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,3]globally(IL8(t)=c(high))",0.546943,"eventually[0,3]globally(IL8(t)=c(high))",0.546943,"eventually[0,3]globally(IL8(t)=c(high))",0.5469430088996887,"eventually[0,3]globally(IL8(t)=c(high))",0.5469430088996887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,3]globally(IL8(t) > c(high))",0.5640466,"eventually[0,3]globally(IL8(t) > c(high))",0.5640466,"globally[0,∞](IL8(t) = c(high)) and eventually[0,3](IL8(t) > c(low))",0.5731353163719177,"globally[0,∞](IL8(t) = c(high)) and eventually[0,3](IL8(t) > c(low))",0.5731353163719177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,3](IL8(t) > c(low))",0.549666,"eventually[0,3](IL8(t) > c(low))",0.549666,"eventually[0,3](IL8(t) > c(low))",0.5496659874916077,"eventually[0,3](IL8(t) > c(low))",0.5496659874916077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
