Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18](IL6(t) = c(high))",0.99150383,N/A,N/A,0,2,0
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t)=c(high))",1.0,N/A,N/A,0,1,1
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18](IL6(t)=c(high))",0.99150383,0,1,1
"eventually[0,18](IL6(t)=c(high))",0.99150383,"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18](IL6(t) = c(high))",0.99150383,1,0,1
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t)=c(high))",1.0,0,0,2
"eventually[0,18](IL6(t) = c(high))",0.99150383,"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18](IL6(t) = c(high))",0.99150383,1,0,1
"eventually[0,18](IL6(t) = c(high))",0.99150383,"globally[0,18](IL6(t)=c(high))",0.9866389,"eventually[0,18]globally(IL6(t) = c(high))",1.0,1,1,0
"eventually[0,18](IL6(t) = c(high))",0.99150383,"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t)=c(high))",1.0,2,0,0
"eventually[0,18](IL6(t)=c(high))",0.99150383,"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18]globally(IL6(t)=c(high))",1.0,2,0,0
"eventually[0,18](IL6(t) = c(high))",0.99150383,"eventually[0,18](IL6(t) = c(high))",0.99150383,"eventually[0,18]globally(IL6(t) = c(high))",1.0,1,0,1
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18](IL6(t) = c(high))",0.99150383,"eventually[0,18](IL6(t)=c(high))",0.99150383,0,2,0
"globally[0,18](IL6(t) = c(high))",0.9866389,"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,2,0,0
"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18]globally(IL6(t) < c(high))",0.9859172,"eventually[0,18](IL6(t)=c(high))",0.99150383,0,2,0
"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,0,0,2
"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18](IL6(t) = c(high))",0.99150383,"eventually[0,18]globally(IL6(t) = c(high))",1.0,0,1,1
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,0,0,2
"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18]globally(IL6(t) = c(high))",1.0,"eventually[0,18](IL6(t) = c(high))",0.99150383,0,1,1
"eventually[0,18]globally(IL6(t)=c(high))",1.0,"eventually[0,18]globally(IL6(t) > c(high))",0.98732305,"eventually[0,18]globally(IL6(t)=c(high))",1.0,0,1,1
