Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"d_IFNα(t) > 0 and d_IFNβ(t) > 0 and eventually[0,3](IFNα(t) = c(high) and IFNβ(t) = c(high)) implies globally[0,inf](IFNα(t) = c(high))",0.46356893,N/A,N/A,N/A,N/A,0,2,0
"globally[0,inf](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and eventually[0,inf](IFNα(t) = c(high) and IFNβ(t) = c(high))",0.51059335,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[0,inf](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)",0.32372355,N/A,N/A,N/A,N/A,0,2,0
"eventually[0,inf]globally(d_IFNα(t) > 0 and d_IFNβ(t) = c(low))",0.52704,N/A,N/A,N/A,N/A,0,2,0
"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and eventually[0,1]globally(IL6(t) = c(low))",0.49321368,"globally[0,inf](IFNα(t) > c(low) and IFNβ(t) > c(low))",0.4917609,N/A,N/A,0,2,0
"eventually[0,inf]globally(d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high))",0.5083088,"eventually[0,24](IFNα(t) > c(mid) and IFNβ(t) > c(mid))",0.53472877,"eventually[0,3]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.53502345,2,0,0
"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5269768,N/A,N/A,"eventually[0,1]globally(d_IL1β(t) > d_c(high) and d_IFNα(t) > d_c(high))",0.51472086,0,2,0
"globally[0,inf](d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high)) implies eventually[0,inf](IFNα(t) = c(high) and IFNβ(t) = c(high))",0.48904115,"eventually[0,inf]globally(IFNα(t) > c(high) and IFNβ(t) > c(high)) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)",0.5021685,N/A,N/A,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[0,2](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.527246,N/A,N/A,"eventually[0,inf]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL6(t) > c(high)",0.5004692,0,2,0
"globally[0,inf](IFNα(t)=c(high) and IFNβ(t)=c(high)) implies eventually[0,inf](d_IFNα(t) > 0 and d_IFNβ(t) > 0)",0.44940838,N/A,N/A,N/A,N/A,0,2,0
"eventually[0,inf]globally(IFNα(t) > c(mid))",0.49522465,N/A,N/A,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,1,1,0
"eventually[0,3]globally(IL1β(t) = c(high) and IL1Ra(t) = c(low))",0.34096152,N/A,N/A,"eventually[0,1](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and d_IFNα(t) = d_c(high) and d_IFNβ(t) = d_c(high)",0.47246853,1,1,0
"eventually[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5461281,N/A,N/A,"eventually[0,inf](IFNα(t)=c(high) and IFNβ(t)=c(high))",0.5443634,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[0,inf]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5319214,N/A,N/A,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,1,1,0
"eventually[0,1]globally(IFNα(t) > c(low) and IFNβ(t) > c(low))",0.51990366,"eventually[0,inf]globally(IL1β(t) > c(high) and IFNβ(t) > c(high)) and d_IL1β(t) > d_c(high) and d_IFNβ(t) > d_c(high)",0.46103692,N/A,N/A,0,2,0
