Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8710848,"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8710848,"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8710848,0,0,2
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(high))",0.896806,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(high))",0.896806,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(high))",0.896806,0,0,2
"eventually[1,7](TNFα(t) > c(mid)) and eventually[8,14](TNFα(t) > c(mid)) and globally[15,∞](TNFα(t) < c(high))",0.8893301,"eventually[1,7](TNFα(t) > c(mid)) and eventually[8,14](TNFα(t) > c(mid)) and globally[15,∞](TNFα(t) < c(high))",0.8893301,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) < c(low))",0.89570725,1,0,1
"eventually[1,7]globally(d_TNFα(t) > d_c(low)) and eventually[8,14]globally(d_TNFα(t) > d_c(low)) and eventually[15,∞]globally(d_TNFα(t) < d_c(high))",0.7021807,"eventually[1,7](TNFα(t) = c(high)) and eventually[8,14](TNFα(t) = c(high)) and globally[15,∞](TNFα(t) < c(high))",0.8584007,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and eventually[14,∞](TNFα(t) < c(low))",0.8689904,2,0,0
"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8710848,"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8710848,"globally[1,7] (TNFα(t) = c(high)) and globally[8,14] (TNFα(t) = c(high)) and eventually[15,∞] (TNFα(t) < c(low))",0.87135476,1,0,1
"eventually[1,7]globally(d_TNFα(t) < d_c(high)) and eventually[8,14]globally(d_TNFα(t) < d_c(high)) and eventually[15,∞]globally(d_TNFα(t) > d_c(low))",0.7015794,"eventually[1,7]globally(d_TNFα(t) < d_c(high)) and eventually[8,14]globally(d_TNFα(t) < d_c(high)) and eventually[15,∞]globally(d_TNFα(t) > d_c(low))",0.7015794,"globally[1,14](TNFα(t) > c(high)) and globally[14,∞](TNFα(t) > c(low)) and globally[1,∞](TNFα(t) < c(high)) and globally[14,∞](TNFα(t) < c(low))",0.83894885,1,0,1
"eventually[1,7]globally(TNFα(t) > c(high) and TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high) and TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8826796,"eventually[1,7]globally(TNFα(t) > c(high) and TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high) and TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8826796,"eventually[1,7]globally(TNFα(t) > c(high) and TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high) and TNFα(t) > c(high)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8826796,0,0,2
"eventually[1,7]globally(TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.88849235,"eventually[1,7]globally(TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.88849235,"eventually[1,7]globally(TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.88849235,0,0,2
"globally[1,7](TNFα(t)=c(mid) implies TNFα(t) > c(mid)) and globally[8,14](TNFα(t)=c(mid) implies TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) > c(mid) implies TNFα(t) < c(mid))",0.8499754,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) < c(high))",0.89782155,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) < c(high))",0.89782155,2,0,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(mid))",0.893471,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(mid))",0.893471,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(mid))",0.893471,0,0,2
"globally[1,7](TNFα(t) = c(low))",0.8497814,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and eventually[14,∞](TNFα(t) < c(low))",0.87855947,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and eventually[14,∞](TNFα(t) < c(low))",0.87855947,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and eventually[15,∞](TNFα(t) = c(low))",0.85640156,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and eventually[15,∞](TNFα(t) = c(low))",0.85640156,"eventually[1,7](TNFα(t) > c(low)) and eventually[8,14](TNFα(t) > c(low)) and eventually[15,∞](TNFα(t) < c(low))",0.8568833,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
