Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[20, inf]globally(SARSCoV2(t) > c(low))",0.9850648,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,1,1,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"globally[20,inf](SARSCoV2(t) = c(low))",0.981466,"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,0,2,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,0,2,0
"globally[20,inf](SARSCoV2(t) = c(low))",0.981466,"eventually[20, inf]globally(SARSCoV2(t) > c(low))",0.9850648,"eventually[20, inf]globally(SARSCoV2(t) > c(low))",0.9850648,2,0,0
"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,0,1,1
"globally[20, inf](SARSCoV2(t) > c(low))",1.0000001,"eventually[20, inf]globally(SARSCoV2(t) > c(low))",0.9850648,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,0,2,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,0,2,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,N/A,N/A,N/A,N/A,0,2,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,N/A,N/A,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,0,2,0
"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,2,0,0
"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,"eventually[20,inf](SARSCoV2(t) > c(low))",0.98131317,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,1,0,1
"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,2,0,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"globally[20, inf](SARSCoV2(t) > c(low))",1.0000001,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,0,0,2
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,N/A,N/A,"eventually[20, inf]globally(SARSCoV2(t) > c(low))",0.9850648,0,2,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"SARSCoV2(t) > c(low) and eventually[20,inf](SARSCoV2(t) > c(low))",0.94760543,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,0,1,1
"eventually[20,inf]globally(SARSCoV2(t)=c(low) implies SARSCoV2(t) > c(low))",0.94193983,"eventually[20, inf](SARSCoV2(t) > c(low))",0.98131317,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,2,0,0
"eventually[20, inf]globally(SARSCoV2(t) > c(low))",0.9850648,"eventually[20, inf](SARSCoV2(t) > c(low))",0.98131317,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,1,1,0
"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"globally[20,inf](SARSCoV2(t) > c(low))",1.0000001,"eventually[20,inf]globally(SARSCoV2(t) > c(low))",0.9850648,0,1,1
