Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL8(t) > c(low),0.51798344,IL8(t) > c(low),0.51798344,"eventually[0,3](IL8(t) > c(low)) and globally[0,3](IL8(t) = c(low))",0.56320214,1,0,1
"eventually[3,∞]globally(IL8(t) > c(high)) and d_IL8(t) > 0",0.57712746,"eventually[3,∞]globally(IL8(t) > c(high)) and d_IL8(t) > 0",0.57712746,"eventually[3,∞]globally(IL8(t) > c(high)) and d_IL8(t) > 0",0.57712746,0,0,2
"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"IL8(t) > c(low) and eventually[0,3]globally(IL8(t) = c(low))",0.581077,"IL8(t) > c(low) and eventually[0,3]globally(IL8(t) = c(low))",0.581077,2,0,0
"globally[3,∞](IL8(t) > c(low))",0.5467353,"globally[3,∞](IL8(t) > c(low))",0.5467353,"globally[3,∞](IL8(t) > c(low))",0.5467353,0,0,2
"globally[0,∞](IL8(t) > c(low)) and eventually[0,∞](IL8(t) = c(low))",0.5292599,"globally[0,∞](IL8(t) > c(low)) and eventually[0,∞](IL8(t) = c(low))",0.5292599,"globally[0,∞](IL8(t) > c(low)) and eventually[0,∞](IL8(t) = c(low))",0.5292599,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,3]globally(IL8(t)=c(low)) and globally[0,3](d_IL8(t) < d_c(low))",0.50916034,"eventually[0,3]globally(IL8(t)=c(low)) and globally[0,3](d_IL8(t) < d_c(low))",0.50916034,"eventually[0,∞]globally(IL8(t) > c(low)) and SARSCoV2(t)=c(low) implies d_IL8(t) = 0",0.548964,1,0,1
"eventually[0,3](IL8(t) > c(low)) implies globally[0,∞](IL8(t) = c(low))",0.5157457,"eventually[0,3](IL8(t) > c(low)) implies globally[0,∞](IL8(t) = c(low))",0.5157457,"eventually[0,3](IL8(t) > c(low)) implies globally[0,∞](IL8(t) = c(low))",0.5157457,0,0,2
"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896,0,0,2
"eventually[0,3]globally(IFNβ(t)=c(mid) implies IL8(t)=c(mid))",0.565603,"eventually[0,3]globally(IFNβ(t)=c(mid) implies IL8(t)=c(mid))",0.565603,"eventually[0,3]globally(IFNβ(t)=c(mid) implies IL8(t)=c(mid))",0.565603,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,3](IL8(t) > c(low)) and eventually[0,3]globally(IL8(t) = c(mid))",0.60039186,"globally[0,3](IL8(t) > c(low)) and eventually[0,3]globally(IL8(t) = c(mid))",0.60039186,"globally[0,3](IL8(t) > c(low)) and eventually[0,3]globally(IL8(t) = c(mid))",0.60039186,0,0,2
"eventually[0,∞](IL8(t) > c(high))",0.5669255,"eventually[0,∞](IL8(t) > c(high))",0.5669255,"eventually[0,∞](IL8(t) > c(high))",0.5669255,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896,"eventually[0,∞]globally(IL8(t) > c(mid))",0.5635896,0,0,2
"eventually[0,3]globally(IL8(t) > c(high))",0.5640466,"eventually[0,3]globally(IL8(t) > c(high))",0.5640466,"eventually[0,3]globally(IL8(t) > c(high))",0.5640466,0,0,2
"globally[0,3](IL8(t) > c(low)) and eventually[3,∞]globally(IL8(t) > c(low))",0.5567512,"globally[0,3](IL8(t) > c(low)) and eventually[3,∞]globally(IL8(t) > c(low))",0.5567512,"globally[0,3](IL8(t) > c(low)) and eventually[3,∞]globally(IL8(t) > c(low))",0.5567512,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(IL8(t) > c(low)) and d_IL8(t) > d_c(low)",0.5157678,"eventually[0,∞]globally(IL8(t) > c(low)) and d_IL8(t) > d_c(low)",0.5157678,"eventually[0,∞]globally(IL8(t) > c(low)) and d_IL8(t) > d_c(low)",0.5157678,0,0,2
"eventually[0,3](IL8(t) > c(low))",0.54966605,"eventually[0,3](IL8(t) > c(low))",0.54966605,"eventually[0,3](IL8(t) > c(low))",0.54966605,0,0,2
"eventually[6,∞](IL8(t) > c(low)) and globally[6,∞](IL8(t) > c(low))",0.57218677,"eventually[6,∞](IL8(t) > c(low)) and globally[6,∞](IL8(t) > c(low))",0.57218677,"eventually[6,∞](IL8(t) > c(low)) and globally[6,∞](IL8(t) > c(low))",0.57218677,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,3]globally(IL8(t)=c(high)) and globally[0,3](IL8(t) > c(low))",0.5867641,"eventually[0,3]globally(IL8(t)=c(high)) and globally[0,3](IL8(t) > c(low))",0.5867641,"eventually[0,3]globally(IL8(t)=c(high)) and globally[0,3](IL8(t) > c(low))",0.5867641,0,0,2
"eventually[0,3]globally(IL8(t) = c(low)) and eventually[3,6]globally(IL8(t) = c(low)) and eventually[6,9]globally(IL8(t) = c(low))",0.5854976,"eventually[0,3]globally(IL8(t) = c(low)) and eventually[3,6]globally(IL8(t) = c(low)) and eventually[6,9]globally(IL8(t) = c(low))",0.5854976,"eventually[0,3]globally(IL8(t) = c(low)) and eventually[3,6]globally(IL8(t) = c(low)) and eventually[6,9]globally(IL8(t) = c(low))",0.5854976,0,0,2
"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,0,0,2
"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,0,0,2
"eventually[0,3](IL8(t) > c(low)) implies globally[0,∞](IL8(t)=c(low))",0.5157457,"eventually[0,3](IL8(t) > c(low)) implies globally[0,∞](IL8(t)=c(low))",0.5157457,"eventually[0,3](IL8(t) > c(low)) implies globally[0,∞](IL8(t)=c(low))",0.5157457,0,0,2
"globally[0,∞](IL8(t) > c(low))",0.53072387,"globally[0,∞](IL8(t) > c(low))",0.53072387,"globally[0,∞](IL8(t) > c(low))",0.53072387,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[∞,∞](IL8(t) > c(low))",0.5216457,"globally[∞,∞](IL8(t) > c(low))",0.5216457,"eventually[0,∞](IL8(t)=c(mid))",0.5408745,1,0,1
