Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[12,inf]globally(d_IL1RN(t) < d_c(high))",0.8003647,"eventually[12,inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < 0)",1.0000002,N/A,N/A,1,1,0
"eventually[12,inf](d_IL1β(t) > c(low)) implies eventually[12,inf](d_IL1RN(t) < d_c(high))",0.9387542,"eventually[12,inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < 0)",1.0000002,"eventually[12,inf](IL1β(t) > c(low)) implies eventually[12,inf](d_IL1RN(t) < d_c(high))",0.9387542,1,0,1
"eventually[12,inf]globally(IL1β(t) > c(low)) implies eventually[12,inf](d_IL1RN(t) < 0)",0.9787641,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[12,inf](IL1β(t) > c(low) implies d_IL1RN(t) < -d_c(high))",0.96165216,N/A,N/A,N/A,N/A,0,2,0
"eventually[12,inf](IL1β(t) > c(low)) implies eventually[12,inf](d_IL1RN(t) < 0)",0.9814775,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[12,inf]globally(IL1β(t) > c(low)) implies eventually[12,inf]globally(d_IL1RN(t) < d_c(high))",0.94269323,N/A,N/A,"globally[12,inf](IFNβ(t) > c(low) implies d_IL1RN(t) < 0)",0.8638129,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[12,inf](IL1β(t) > c(low) implies d_IL1RN(t) < 0)",0.98392236,N/A,N/A,N/A,N/A,0,2,0
"eventually[12,inf]globally(IL1β(t) > c(low)) implies eventually[12,inf]globally(d_IL1RN(t) < 0)",0.97725123,N/A,N/A,"eventually[12,inf]globally(IL1β(t) > c(low)) implies eventually[12,inf]globally(d_IL1RN(t) < d_c(high))",0.94269323,0,2,0
"eventually[12,inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < 0)",1.0000002,N/A,N/A,N/A,N/A,0,2,0
"eventually[12, inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < d_c(high))",0.9632055,N/A,N/A,N/A,N/A,0,2,0
"eventually[12,inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < d_c(high))",0.9632055,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[12,inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < d_c(high))",0.9632055,N/A,N/A,"eventually[12,inf]globally(IL1β(t) > c(low) implies d_IL1RN(t) < 0)",1.0000002,1,1,0
