Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[8,10](d_IFNα(t) = d_c(high))",0.8099394,"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,"eventually[8,10]globally(d_IFNα(t) > d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99013436,2,0,0
"eventually[8,10]globally(d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99742174,"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,N/A,N/A,1,1,0
"eventually[8,10]globally(d_IFNα(t)=d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99742174,N/A,N/A,N/A,N/A,0,2,0
"eventually[8,10]globally(d_IFNα(t) > d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99013436,N/A,N/A,"eventually[8,10]globally(d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99742174,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,10]globally(d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99742174,"eventually[8,10](d_IFNα(t) > d_c(high)) implies eventually[0,15](IL8(t) < c(mid))",0.98899764,N/A,N/A,0,2,0
"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,N/A,N/A,N/A,N/A,0,2,0
"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,"eventually[8,10]globally(d_IFNα(t)=d_c(high)) implies eventually[0,15]globally(IL8(t) < c(mid))",0.99623996,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,10]globally(d_IFNα(t) > d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99013436,"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,N/A,N/A,1,1,0
"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,"eventually[8,10](d_IFNα(t) > d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.9911105,N/A,N/A,0,2,0
"eventually[8,10]globally(d_IFNα(t) = d_c(high)) implies eventually[0,15]globally(IL8(t) < c(mid))",0.99623996,"eventually[8,10]globally(d_IFNα(t)=d_c(high)) and eventually[0,15]globally(IL8(t) < c(mid))",0.9882832,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,"eventually[8,10]globally(d_IFNα(t) = d_c(high)) and globally[0,15](IL8(t) < c(mid))",0.98940504,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,10]globally(d_IFNα(t)=d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.99742174,N/A,N/A,"eventually[8,10]globally(IFNα(t) > c(high) and d_IFNα(t) > d_c(high)) and globally[0,15](IL8(t) < c(mid))",0.9738587,0,2,0
"eventually[8,10](d_IFNα(t) > d_c(high)) implies eventually[0,15]globally(IL8(t) < c(mid))",0.9910258,"eventually[8,10](d_IFNα(t) = d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,"eventually[8,10](d_IFNα(t)=d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,2,0,0
"eventually[8,10]globally(d_IFNα(t)=d_c(high)) and globally[0,15](IL8(t) < c(mid))",0.98940504,N/A,N/A,N/A,N/A,0,2,0
