Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,0,1,1
"eventually[inf,inf](IL1β(t) < c(low) implies IL6(t) = c(low))",0.91321874,N/A,N/A,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,1,1,0
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,0,1,1
"eventually[0,inf]globally(IL1β(t) < c(low) and IL6(t) = c(low))",0.8888063,IL1β(t) < c(low) and IL6(t) = c(low),0.96470714,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,2,0,0
"globally[0,inf](IL1β(t) < c(low)) implies globally[0,inf](IL6(t) = c(low))",0.8725065,"globally[inf,inf](IL1β(t) < c(low) implies IL6(t) = c(low))",0.8968638,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,2,0,0
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,0,2
"eventually[inf, inf]globally(IL1β(t) < c(low) implies IL6(t) = c(low))",0.88437045,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,2,0,0
"eventually[inf,inf]globally(IL1β(t) < c(low) implies IL6(t) = c(low))",0.88437045,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,"eventually[inf,inf](IL1β(t) < c(low) implies IL6(t) = c(low))",0.91321874,2,0,0
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,N/A,N/A,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,IL1β(t) < c(low) implies IL6(t) = c(low),0.9999999,0,0,2
