Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](IFNβ(t) = c(mid)) implies eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[14,∞]globally(IFNβ(t) > c(high)) and eventually[1,7]globally(IFNβ(t) = c(mid))",0.5656356,"globally[1,7](IFNβ(t) = c(mid)) implies eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[14,∞]globally(IFNβ(t) > c(high)) and eventually[1,7]globally(IFNβ(t) = c(mid))",0.5656356,"globally[1,7](IFNβ(t) = c(mid)) implies eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[14,∞]globally(IFNβ(t) > c(high)) and eventually[1,7]globally(IFNβ(t) = c(mid))",0.5656356,0,0,2
"eventually[1,7]globally(IFNβ(t) = c(low)) and eventually[8,14]globally(IFNβ(t) > c(mid)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.5731207,"eventually[1,7]globally(IFNβ(t) = c(low)) and eventually[8,14]globally(IFNβ(t) > c(mid)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.5731207,"eventually[1,7]globally(IFNβ(t) = c(low)) and eventually[8,14]globally(IFNβ(t) > c(mid)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.5731207,0,0,2
"globally[1,7](d_IFNβ(t) = d_c(low)) and eventually[8,14](d_IFNβ(t) > d_c(high))",0.49182087,"globally[1,7](d_IFNβ(t) = d_c(low)) and eventually[8,14](d_IFNβ(t) > d_c(high))",0.49182087,"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(d_IFNβ(t) = 0 and IFNβ(t) > c(high))",0.5930451,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](IFNβ(t) = c(mid)) and globally[1,7](IFNβ(t) > c(mid)) and globally[1,7](IFNβ(t) > c(mid))",0.58863455,"globally[1,7](IFNβ(t) = c(mid)) and globally[1,7](IFNβ(t) > c(mid)) and globally[1,7](IFNβ(t) > c(mid))",0.58863455,"globally[1,7](IFNβ(t) = c(mid)) and globally[1,7](IFNβ(t) > c(mid)) and globally[1,7](IFNβ(t) > c(mid))",0.58863455,0,0,2
"eventually[14,∞](IL1β(t) > c(mid)) implies eventually[14,∞]globally(IL1β(t) > c(high))",0.41378784,"eventually[14,∞](IL1β(t) > c(mid)) implies eventually[14,∞]globally(IL1β(t) > c(high))",0.41378784,"eventually[14,∞](IL1β(t) > c(mid)) implies eventually[14,∞]globally(IL1β(t) > c(high))",0.41378784,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[15,∞]globally(IFNβ(t)=c(high) implies IFNβ(t) > c(high))",0.5417301,"eventually[15,∞]globally(IFNβ(t)=c(high) implies IFNβ(t) > c(high))",0.5417301,"eventually[15,∞]globally(IFNβ(t)=c(high) implies IFNβ(t) > c(high))",0.5417301,0,0,2
"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[15,∞]globally(IFNβ(t) > c(high)) and globally[1,7](IFNβ(t) = c(mid)) and globally[1,7](IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.56797993,"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[15,∞]globally(IFNβ(t) > c(high)) and globally[1,7](IFNβ(t) = c(mid)) and globally[1,7](IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.56797993,"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[15,∞]globally(IFNβ(t) > c(high)) and globally[1,7](IFNβ(t) = c(mid)) and globally[1,7](IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.56797993,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(IFNβ(t) = c(low)) implies globally[8,14](IFNβ(t) > c(mid))",0.55986494,"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(d_IFNβ(t) > d_c(high)) implies eventually[1,7]globally(IFNβ(t) < c(high)) and eventually[8,14]globally(IFNβ(t) > c(mid))",0.5674207,"eventually[1,7]globally(IFNβ(t) = c(low)) and eventually[8,14]globally(IFNβ(t) > c(mid)) and eventually[15,∞]globally(IFNβ(t) > c(high))",0.5731207,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](IFNβ(t) = c(mid)) and eventually[8,∞](IFNβ(t) > c(high) and d_IFNβ(t) > d_c(high))",0.5634898,"globally[1,7](IFNβ(t) = c(mid)) and eventually[8,∞](IFNβ(t) > c(high) and d_IFNβ(t) > d_c(high))",0.5634898,"globally[1,7](IFNβ(t) = c(mid)) and eventually[8,∞](IFNβ(t) > c(high) and d_IFNβ(t) > d_c(high))",0.5634898,0,0,2
"globally[1,7](IFNβ(t) = c(mid)) implies eventually[8,14]globally(IFNβ(t) > c(low)) and eventually[14,∞]globally(IFNβ(t) > c(mid)) and eventually[1,7]globally(IFNβ(t) > c(low)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[14,∞]globally(IFNβ(t) > c(high)) and eventually[1,7]globally(IFNβ(t) > c(mid)) and eventually[1,7]globally(IFNβ(t) > c(low))",0.5325091,"globally[1,7](IFNβ(t) = c(mid)) implies eventually[8,14]globally(IFNβ(t) > c(low)) and eventually[14,∞]globally(IFNβ(t) > c(mid)) and eventually[1,7]globally(IFNβ(t) > c(low)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[14,∞]globally(IFNβ(t) > c(high)) and eventually[1,7]globally(IFNβ(t) > c(mid)) and eventually[1,7]globally(IFNβ(t) > c(low))",0.5325091,"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(high)) and eventually[14,∞]globally(IFNβ(t) > c(high))",0.57725227,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](IFNβ(t) = c(low)) and eventually[8,14](IFNβ(t) > c(mid)) and eventually[15,∞](IFNβ(t) > c(high))",0.5766978,"globally[1,7](IFNβ(t) = c(low)) and eventually[8,14](IFNβ(t) > c(mid)) and eventually[15,∞](IFNβ(t) > c(high))",0.5766978,"eventually[1,7]globally(IFNβ(t) = c(mid)) and eventually[8,14]globally(IFNβ(t) > c(low))",0.5788791,1,0,1
