Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7](d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)) and eventually[8,14](IL1β(t) = c(mid) and IL1Ra(t) = c(mid)) and eventually[15,∞](d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.71131086,"eventually[1,7](d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)) and eventually[8,14](IL1β(t) = c(mid) and IL1Ra(t) = c(mid)) and eventually[15,∞](d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.71131086,"eventually[1,7](d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)) and eventually[8,14](IL1β(t) = c(mid) and IL1Ra(t) = c(mid)) and eventually[15,∞](d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.71131086,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL1β(t) > c(mid) and IL1Ra(t) > c(mid) and eventually[1,7]globally(IL1β(t)=c(mid) and IL1Ra(t)=c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.7127511,"IL1β(t) > c(mid) and IL1Ra(t) > c(mid) and eventually[1,7]globally(IL1β(t)=c(mid) and IL1Ra(t)=c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.7127511,"IL1β(t) > c(mid) and IL1Ra(t) > c(mid) and eventually[1,7]globally(IL1β(t)=c(mid) and IL1Ra(t)=c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.7127511,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low)) and eventually[1,7](IL1Ra(t) > c(mid)) and eventually[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(low))",0.74165606,"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low)) and eventually[1,7](IL1Ra(t) > c(mid)) and eventually[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(low))",0.74165606,"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low)) and eventually[1,7](IL1Ra(t) > c(mid)) and eventually[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(low))",0.74165606,0,0,2
IL1β(t) < c(mid),0.6059157,"eventually[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72471255,"eventually[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72471255,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and IL1β(t) > c(mid) and IL1Ra(t) > c(mid),0.55145013,IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and IL1β(t) > c(mid) and IL1Ra(t) > c(mid),0.55145013,IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and IL1β(t) > c(mid) and IL1Ra(t) > c(mid),0.55145013,0,0,2
"globally[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) implies eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and globally[15,∞](d_IL1β(t) < d_c(high) and d_IL1Ra(t) < d_c(high))",0.68910146,"eventually[1,7](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[8,14](IL1β(t) = c(high) and IL1Ra(t) = c(high)) and eventually[15,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.74061954,"eventually[1,7](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[8,14](IL1β(t) = c(high) and IL1Ra(t) = c(high)) and eventually[15,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.74061954,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.7311158,"eventually[1,7]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.7311158,"eventually[1,7]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.7311158,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
