Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,2,0,0
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,0,0,2
"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,N/A,N/A,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,1,1,0
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,0,1,1
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,0,0,2
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,0,1,1
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,N/A,N/A,0,2,0
"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,2,0,0
"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,1,0,1
"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,N/A,N/A,1,1,0
"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,1,0,1
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,0,2,0
"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,2,0,0
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,N/A,N/A,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,0,2,0
"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,1,0,1
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11]globally(SARSCoV2(t)=c(mid))",0.9804423,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,0,2,0
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,0,1,1
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",1.0000002,"globally[5,11](SARSCoV2(t) < c(mid))",0.9861922,"eventually[5,11](SARSCoV2(t) < c(mid))",0.99130726,0,2,0
