Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL6(t)=c(high) and IL12(t)=c(high) and SARSCoV(t)=c(high) and MERSCoV(t)=c(high) and IgM(t)=c(low) and IgG(t)=c(low),0.37498197,"globally[0,2](IL1β(t) > c(high) and IL1Ra(t) > c(high))",0.42766365,"IL1RN(t) < c(high) and d_IL1RN(t) = 0 and eventually[2,inf](IL1Ra(t) > c(high)) implies globally[2,inf](d_SARSCoV2(t) > 0)",0.41576415,2,0,0
"globally[2,inf](IL1Ra(t)=c(high)) and globally[2,inf](SARSCoV(t)=c(high))",0.47729486,"eventually[0,2]globally(IL1β(t) > c(low) and IL1Ra(t) > c(low)) and globally[0,inf](d_IL8(t) > 0)",0.33231264,"eventually[0,2](IL6(t) > c(high) and IL12(t) > c(high))",0.35290152,0,2,0
IL1Ra(t) > c(high) and IL1β(t) > c(high),0.3284232,IL1Ra(t) < c(high) and IL8(t) > c(high),0.26718947,"eventually[2,inf]globally(d_IL1β(t) > d_c(high)) and IL1β(t) > c(mid) and eventually[2,inf]globally(d_SARSCoV2(t)=d_c(low)) and SARSCoV2(t) > c(high)",0.46575624,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[2,inf](IL1β(t) > c(high) and IL1Ra(t) > c(high))",0.40219554,N/A,N/A,N/A,N/A,0,2,0
SARSCoV(t) > c(high) and SARSCoV2(t) > c(high),0.42624214,"globally[0,2](MERSCoV(t) = c(high) and SARSCoV2(t) = c(high))",0.5160419,"globally[2,inf](IL6(t) = c(high) and IL12(t) = c(high))",0.3089215,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[2,inf](SARSCoV(t) > c(high) and SARSCoV(t) = c(high))",0.4485714,N/A,N/A,N/A,N/A,0,2,0
"globally[0,2](MERSCoV(t)=c(high)) implies globally[0,2](SARSCoV(t)=c(high))",0.50876385,"eventually[2,inf]globally(IL12(t)=c(high) and IL8(t)=c(high)) and d_IL12(t) > d_c(high) and d_IL8(t) > d_c(high)",0.2656932,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[0,2]globally(IL1Ra(t)=c(high) and SARSCoV(t)=c(high)) and eventually[0,2]globally(IL1β(t)=c(high) and MERSCoV(t)=c(high))",0.5610935,N/A,N/A,IL6(t) = c(high) and IL12(t) = c(low) and d_IL6(t) = d_c(high) and d_IL12(t) = d_c(low),0.19759445,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[0,2](MERSCoV(t) > c(high) and SARSCoV(t) > c(high))",0.51541734,"eventually[0,2](d_SARSCoV2(t) > d_c(high) and d_MERSCoV(t) > d_c(high))",0.45765984,N/A,N/A,0,2,0
d_IL6(t) > d_c(high) and d_MERSCoV(t) > d_c(high) and d_SARSCoV(t) > d_c(high),0.4060211,"eventually[0,2]globally(TNFα(t) < c(high) and IFNβ(t)=c(high)) and d_TNFα(t) > 0",0.38181323,N/A,N/A,0,2,0
"eventually[2,inf]globally(MERSCoV(t) > c(high) and SARSCoV(t) > c(high))",0.47897404,"eventually[0,2](SARSCoV2(t) > c(high) and MERSCoV(t) > c(high))",0.5315107,"eventually[2,2]globally(d_IL6(t)=d_c(high)) and eventually[2,2]globally(d_SARSCoV2(t)=d_c(high))",0.45028988,1,1,0
"eventually[0,2]globally(IL6(t) > c(high) implies IL6(t)=c(high)) and eventually[0,2]globally(IL12(t) > c(high) implies IL12(t)=c(high)) and eventually[0,2]globally(IL1β(t) > c(high) implies IL1β(t)=c(high)) and eventually[0,2]globally(IL1Ra(t) > c(high) implies IL1Ra(t)=c(high)) and eventually[0,2]globally(TNFα(t) > c(high) implies TNFα(t)=c(high)) and eventually[0,2]globally(IL8(t) > c(high) implies IL8(t)=c(high)) and eventually[0,2]globally(IFNα(t) > c(high) implies IFNα(t)=c(high)) and eventually[0,2]globally(IFNβ(t) > c(high) implies IFNβ(t)=c(high)) and eventually[0,2]globally(SARSCoV2(t) > c(high) implies SARSCoV2(t)=c(high)) and eventually[0,2]globally(IL1RN(t) > c(high) implies IL1RN(t)=c(high)) and eventually[0,2]globally(IgM(t) > c(high) implies IgM(t)=c(high)) and eventually[0,2]globally(IgG(t) > c(high) implies IgG(t)=c(high)) and eventually[0,2]globally(MERSCoV(t) > c(high) implies MERSCoV(t)=c(high)) and eventually[0,2]globally(SARSCoV(t) > c(high) implies SARSCoV(t)=c(high)) and eventually[0,2]globally(CpG2216(t) > c(high) implies CpG2216(t)=c(high)) and eventually[0,2]globally(IL1α(t) > c(high) implies IL1α(t)=c(high)) and eventually[0,2]globally(CCL2(t) > c(high) implies CCL2(t)=c(high)) and eventually[0,2]globally(CCR2(t) > c(high) implies CCR2(t)=c(high)) and eventually[0,2]globally(IP10(t) > c(high) implies IP10(t)=c(high)) and eventually[0,2]globally(MCP1(t) > c(high) implies MCP1(t)=c(high)) and eventually[0,2]globally(IFNγ(t) > c(high) implies IFNγ(t)=c(high)) and eventually[0,2]globally(IL17(t) > c(high) implies IL17(t)=c(high)) and eventually[0,2]globally(IL27(t) > c(high) implies IL27(t)=c(high)) and eventually[0,2]globally(RANTES(t) > c(high) implies RANTES(t)=c(high))",0.38540322,N/A,N/A,N/A,N/A,0,2,0
"eventually[2,inf]globally(IL1β(t)=c(high))",0.39504865,"eventually[0,2]globally(d_MERSCoV(t) > d_c(high) and d_SARSCoV(t) > d_c(high))",0.45320952,N/A,N/A,1,1,0
"eventually[0,2]globally(IL6(t) > c(high) and IL12(t) > c(high))",0.35158932,N/A,N/A,"eventually[2,inf]globally(IL1RN(t) > c(high) and d_IL1RN(t)=d_c(high)) and eventually[2,inf]globally(SARSCoV2(t) > c(high) and d_SARSCoV2(t)=d_c(high))",0.41792667,1,1,0
