Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[8,18]globally(d_IL1RN(t) > d_c(high))",0.9802601,"eventually[8,18](d_IL1RN(t)=d_c(high))",0.99238753,N/A,N/A,1,1,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18](d_IL1RN(t) = d_c(high))",0.99238753,0,1,1
"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,"eventually[8,18](d_IL1RN(t) > d_c(high))",0.97297114,"globally[8,18](d_IL1RN(t) = d_c(high))",0.9893117,0,2,0
"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,N/A,N/A,"eventually[8,18](d_IL1RN(t)=d_c(high))",0.99238753,0,2,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,N/A,N/A,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,0,1,1
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,"eventually[8,18](d_IL1RN(t)=d_c(high))",0.99238753,0,1,1
"eventually[8,18]globally(d_IL1RN(t) > d_c(high))",0.9802601,N/A,N/A,"eventually[8,18](d_IL1RN(t)=d_c(high))",0.99238753,1,1,0
"eventually[8,18](IL1RN(t) = c(high))",0.7350269,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,2,0,0
"eventually[8,18]globally(d_IL1RN(t) > d_c(high))",0.9802601,N/A,N/A,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,1,1,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,N/A,N/A,0,1,1
"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,0,0,2
"globally[8,18](d_IL1RN(t) = d_c(high))",0.9893117,"eventually[8,18]globally(d_IL1RN(t) > d_c(high))",0.9802601,N/A,N/A,0,2,0
"globally[8,18](d_IL1RN(t) = d_c(high))",0.9893117,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,2,0,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,N/A,N/A,"eventually[8,18]globally(d_IL1RN(t) > d_c(high))",0.9802601,0,2,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18](d_IL1RN(t)=d_c(high))",0.99238753,"eventually[8,18](d_IL1RN(t)=d_c(high))",0.99238753,0,2,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"eventually[8,18](d_IL1RN(t) = d_c(high))",0.99238753,0,1,1
