Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[0,1](d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high))",0.5012566,"eventually[0,1](d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high))",0.5012566,"eventually[0,1](d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high))",0.5012566,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL1Ra(t) = c(mid) and IFNα(t) = c(mid) and IFNβ(t) = c(mid) and globally[0,1](d_IFNα(t) > d_c(high)) and globally[0,1](d_IFNβ(t) > d_c(high))",0.5110384,"IL1Ra(t) = c(mid) and IFNα(t) = c(mid) and IFNβ(t) = c(mid) and globally[0,1](d_IFNα(t) > d_c(high)) and globally[0,1](d_IFNβ(t) > d_c(high))",0.5110384,"eventually[0,24](IFNα(t) > c(low) and IFNβ(t) > c(low))",0.5260515,1,0,1
"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) = c(low) and TNFα(t) = c(low)",0.49647623,"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) = c(low) and TNFα(t) = c(low)",0.49647623,"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) = c(low) and TNFα(t) = c(low)",0.49647623,0,0,2
"eventually[0,∞](IFNα(t)=c(high) and IFNβ(t)=c(high)) and globally[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.50679934,"eventually[0,∞](IFNα(t)=c(high) and IFNβ(t)=c(high)) and globally[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.50679934,"eventually[0,∞](IL1β(t) > c(high) and IFNα(t) > c(high))",0.52335376,1,0,1
"eventually[0,∞]globally(d_IFNα(t) > d_c(low))",0.536373,"eventually[0,∞]globally(d_IFNα(t) > d_c(low))",0.536373,"eventually[0,∞]globally(d_IFNα(t) > d_c(low))",0.536373,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IFNα(t) = c(high) and IFNβ(t) = c(high) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high),0.44875762,IFNα(t) = c(high) and IFNβ(t) = c(high) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high),0.44875762,IFNα(t) = c(high) and IFNβ(t) = c(high) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high),0.44875762,0,0,2
"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > c(low))",0.5675979,"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > c(low))",0.5675979,"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > c(low))",0.5675979,0,0,2
"globally[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.51296806,"globally[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.51296806,"globally[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.51296806,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[∞,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and eventually[0,∞](IL6(t)=c(mid))",0.4718309,"globally[∞,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and eventually[0,∞](IL6(t)=c(mid))",0.4718309,"eventually[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) implies globally[0,∞](IL1β(t) > c(high) and IFNα(t) > c(high))",0.5108177,1,0,1
"eventually[0,1]globally(IL1β(t) = c(mid) and IFNα(t) = c(mid))",0.48391283,"eventually[0,1]globally(IL1β(t) = c(mid) and IFNα(t) = c(mid))",0.48391283,"eventually[0,1]globally(IL1β(t) = c(mid) and IFNα(t) = c(mid))",0.48391283,0,0,2
"globally[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.50444627,"eventually[0,2](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5445605,"eventually[0,2](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5445605,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > c(high))",0.5380382,"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > c(high))",0.5380382,"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > c(high))",0.5380382,0,0,2
