Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[0,∞]globally(IL6(t) > c(mid) and IL6(t) > c(low)) and globally[0,7](d_IL6(t) < 0)",0.76585317,"globally[0,7](IL6(t) > c(mid) and IL6(t) > c(low)) and eventually[7,∞](IL6(t) < c(mid)) and d_IL6(t) = 0",0.783935,"globally[0,7](IL6(t) > c(mid) and IL6(t) > c(low)) and eventually[7,∞](IL6(t) < c(mid)) and d_IL6(t) = 0",0.783935,2,0,0
"globally[0,∞](IL6(t) > c(high)) and eventually[1,7]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(low)",0.72031605,"globally[0,∞](IL6(t) > c(high)) and eventually[1,7]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(low)",0.72031605,"globally[0,∞](IL6(t) > c(high)) and eventually[1,7]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(low)",0.72031605,0,0,2
"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.73863435,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.73863435,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[1,7]globally(IL6(t) < c(low))",0.7583432,1,0,1
"eventually[1,∞]globally(IL6(t) > c(mid)) and eventually[1,∞]globally(IL6(t) < c(high))",0.7364077,"eventually[1,∞]globally(IL6(t) > c(mid)) and eventually[1,∞]globally(IL6(t) < c(high))",0.7364077,"eventually[1,∞]globally(IL6(t) > c(mid)) and eventually[1,∞]globally(IL6(t) < c(high))",0.7364077,0,0,2
"eventually[0,1]globally(IL6(t) = c(high)) and eventually[1,∞](d_IL6(t) < 0)",0.7355622,"eventually[0,1]globally(IL6(t) = c(high)) and eventually[1,∞](d_IL6(t) < 0)",0.7355622,"eventually[1,7]globally(IL6(t) = c(mid)) and eventually[7,∞]globally(IL6(t) < c(low))",0.7669231,1,0,1
"eventually[0,7](IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.7394666,0,0,2
"globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.74478024,"globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.74478024,"globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.74478024,0,0,2
IL6(t) = c(high) and IL6(t) < c(high),0.68413734,"eventually[0,7]globally(IL6(t) > c(low)) and eventually[7,∞]globally(IL6(t) < c(high))",0.71192694,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(IL6(t) < c(low))",0.7151816,2,0,0
"eventually[0,7]globally(IL6(t)=c(high) and IL6(t)=c(low))",0.7311738,"eventually[0,7]globally(IL6(t)=c(high) and IL6(t)=c(low))",0.7311738,"eventually[0,7]globally(IL6(t)=c(high) and IL6(t)=c(low))",0.7311738,0,0,2
"eventually[0,7](IL6(t) > c(high))",0.7018719,"eventually[0,7](IL6(t) > c(high))",0.7018719,"eventually[0,7](IL6(t) > c(high))",0.7018719,0,0,2
