Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[1,7]globally(TNFα(t) = c(high)) and eventually[8,14]globally(TNFα(t) = c(high)) and eventually[15,∞]globally(TNFα(t) = c(low))",0.85293764,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(mid))",0.893471,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(mid))",0.893471,2,0,0
"eventually[1,7]globally(TNFα(t)=c(high)) and eventually[8,14]globally(TNFα(t)=c(high)) and eventually[15,∞]globally(TNFα(t)=c(low))",0.85293764,"eventually[1,7]globally(TNFα(t)=c(high)) and eventually[8,14]globally(TNFα(t)=c(high)) and eventually[15,∞]globally(TNFα(t)=c(low))",0.85293764,"eventually[1,7]globally(TNFα(t)=c(high)) and eventually[8,14]globally(TNFα(t)=c(high)) and eventually[15,∞]globally(TNFα(t)=c(low))",0.85293764,0,0,2
"eventually[1,7]globally(TNFα(t) > c(high) and d_TNFα(t)=d_c(high)) and eventually[8,14]globally(TNFα(t) > c(high) and d_TNFα(t)=d_c(high)) and eventually[15,∞]globally(TNFα(t) < c(high) and d_TNFα(t)=d_c(high))",0.8160174,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and eventually[15,∞](TNFα(t) < c(high))",0.876739,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and eventually[15,∞](TNFα(t) < c(high))",0.876739,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](TNFα(t) < c(high)) and globally[8,14](TNFα(t) < c(high)) and eventually[14,∞](TNFα(t) > c(low))",0.881614,"globally[1,7](TNFα(t) < c(high)) and globally[8,14](TNFα(t) < c(high)) and eventually[14,∞](TNFα(t) > c(low))",0.881614,"globally[1,7](TNFα(t) < c(high)) and globally[8,14](TNFα(t) < c(high)) and eventually[14,∞](TNFα(t) > c(low))",0.881614,0,0,2
"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and d_TNFα(t) = 0",0.8567444,"eventually[1,7]globally(TNFα(t) > c(high)) and eventually[8,14]globally(TNFα(t) > c(high)) and d_TNFα(t) = 0",0.8567444,"eventually[1,7]globally(TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.88849235,1,0,1
"eventually[1,7]globally(TNFα(t) > c(mid) and TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8994791,"eventually[1,7]globally(TNFα(t) > c(mid) and TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8994791,"eventually[1,7]globally(TNFα(t) > c(mid) and TNFα(t) > c(mid)) and eventually[8,14]globally(TNFα(t) > c(mid)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8994791,0,0,2
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) < c(high))",0.89782155,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) < c(high))",0.89782155,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,∞](TNFα(t) < c(high))",0.89782155,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(low))",0.89438105,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(low))",0.89438105,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,∞](TNFα(t) < c(low))",0.89438105,0,0,2
