Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](IL1β(t) > c(low)) and globally[8,14](IL1β(t) = c(high)) and globally[15,∞](d_IL1Ra(t) < 0)",0.74678105,"globally[1,7](IL1β(t) > c(low)) and globally[8,14](IL1β(t) = c(high)) and globally[15,∞](d_IL1Ra(t) < 0)",0.74678105,"globally[1,7](IL1β(t) > c(low)) and globally[8,14](IL1β(t) = c(high)) and globally[15,∞](d_IL1Ra(t) < 0)",0.74678105,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL1β(t)=c(mid) and globally[1,7](IL1Ra(t)=c(mid)) and globally[8,14](IL1Ra(t)=c(high)) and globally[15,∞](IL1Ra(t)=c(low))",0.6976061,"eventually[1,7]globally(IL1β(t) > c(high)) and eventually[8,14]globally(IL1Ra(t) > c(high)) and globally[15,∞](IL1β(t) < c(low)) and globally[15,∞](IL1Ra(t) < c(low))",0.7151674,"eventually[1,7]globally(IL1β(t) > c(high)) and eventually[8,14]globally(IL1Ra(t) > c(high)) and globally[15,∞](IL1β(t) < c(low)) and globally[15,∞](IL1Ra(t) < c(low))",0.7151674,2,0,0
IL1β(t) < c(mid) and IL1Ra(t) < c(mid),0.60202324,IL1β(t) < c(mid) and IL1Ra(t) < c(mid),0.60202324,IL1β(t) < c(mid) and IL1Ra(t) < c(mid),0.60202324,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL1β(t) < c(mid) and IL1Ra(t) < c(mid) implies d_IL1β(t) > d_c(high) and d_IL1Ra(t) < d_c(high),0.55091494,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1β(t) < c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(high)) and eventually[1,7]globally(IL1Ra(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) < c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(high))",0.69318944,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1β(t) < c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(high)) and eventually[1,7]globally(IL1Ra(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) < c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(high))",0.69318944,2,0,0
"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) > c(mid)) and eventually[14,∞](IL1β(t) < c(low))",0.74590707,"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) > c(mid)) and eventually[14,∞](IL1β(t) < c(low))",0.74590707,"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) > c(mid)) and eventually[14,∞](IL1β(t) < c(low))",0.74590707,0,0,2
"eventually[1,7](d_IL1β(t) > d_c(high)) and eventually[8,14](d_IL1Ra(t) > d_c(high)) and eventually[15,∞](d_IL1β(t) < d_c(high)) and d_IL1Ra(t) < d_c(high)",0.69788516,"eventually[1,7](d_IL1β(t) > d_c(high)) and eventually[8,14](d_IL1Ra(t) > d_c(high)) and eventually[15,∞](d_IL1β(t) < d_c(high)) and d_IL1Ra(t) < d_c(high)",0.69788516,"eventually[1,7](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[8,14](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[15,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.7047142,1,0,1
"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) < c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.71008277,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) < c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.71008277,"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) = c(mid)) and eventually[14,∞](IL1β(t) < c(mid))",0.74520546,1,0,1
"globally[1,7](IL1β(t) < c(high)) and globally[8,14](IL1β(t) = c(high)) and globally[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(high)) and globally[8,14](IL1Ra(t) = c(high)) and globally[15,∞](IL1Ra(t) < c(low))",0.6916473,"globally[1,7](IL1β(t) < c(high)) and globally[8,14](IL1β(t) = c(high)) and globally[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(high)) and globally[8,14](IL1Ra(t) = c(high)) and globally[15,∞](IL1Ra(t) < c(low))",0.6916473,"eventually[1,7]globally(IL1β(t) < c(mid)) and eventually[8,14]globally(IL1Ra(t) < c(mid)) and eventually[15,∞]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.74002504,1,0,1
"eventually[1,7]globally(d_IL1β(t) > 0) and eventually[8,14]globally(d_IL1β(t) = 0) and eventually[15,∞]globally(d_IL1β(t) < 0)",0.71923625,"eventually[1,7]globally(d_IL1β(t) > 0) and eventually[8,14]globally(d_IL1β(t) = 0) and eventually[15,∞]globally(d_IL1β(t) < 0)",0.71923625,"eventually[1,7](IL1β(t) < c(high)) and eventually[8,14](IL1Ra(t) < c(high)) and globally[15,∞](IL1Ra(t) > c(low)) and d_IL1β(t) > 0 and d_IL1Ra(t) > 0 and d_IL1Ra(t) < 0",0.74102414,1,0,1
