Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[0,∞]globally(IL8(t) > c(low) and d_IL8(t) = d_c(low))",0.52665627,"eventually[0,∞]globally(IL8(t) > c(low) and d_IL8(t) = d_c(low))",0.52665627,"eventually[0,∞]globally(IL8(t) > c(low) and d_IL8(t) = d_c(low))",0.52665627,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,3]globally(IL8(t) > c(high)) and eventually[3,6]globally(IL8(t) > c(mid)) and eventually[6,9]globally(IL8(t) > c(low))",0.63788235,"eventually[0,3]globally(IL8(t) > c(high)) and eventually[3,6]globally(IL8(t) > c(mid)) and eventually[6,9]globally(IL8(t) > c(low))",0.63788235,"eventually[0,3]globally(IL8(t) > c(high)) and eventually[3,6]globally(IL8(t) > c(mid)) and eventually[6,9]globally(IL8(t) > c(low))",0.63788235,0,0,2
"IL8(t) > c(mid) and eventually[0,3](IL8(t) > c(mid))",0.62679994,"IL8(t) > c(mid) and eventually[0,3](IL8(t) > c(mid))",0.62679994,"IL8(t) > c(mid) and eventually[0,3](IL8(t) > c(mid))",0.62679994,0,0,2
"eventually[0,3](IL8(t) > c(low))",0.54966605,"eventually[0,3](IL8(t) > c(low))",0.54966605,"eventually[0,3](IL8(t) > c(low))",0.54966605,0,0,2
"eventually[0,∞]globally(IL8(t) > c(high)) and d_IL8(t)=0",0.5296173,"eventually[0,∞]globally(IL8(t) > c(high)) and d_IL8(t)=0",0.5296173,"eventually[0,∞]globally(IL8(t) > c(high)) and d_IL8(t)=0",0.5296173,0,0,2
"eventually[0,3](IL8(t) > c(low)) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low)",0.5682932,"eventually[0,3](IL8(t) > c(low)) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low)",0.5682932,"eventually[0,3](IL8(t) > c(low)) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low)",0.5682932,0,0,2
"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,"eventually[0,3]globally(IL8(t) > c(low))",0.53635705,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(IL8(t) = c(high))",0.5386659,"eventually[0,3]globally(IL8(t) > c(low)) implies eventually[0,3]globally(IL8(t) > c(low)) and eventually[0,3]globally(IL8(t) > c(low))",0.5462843,"eventually[0,3]globally(IL8(t) > c(low)) implies eventually[0,3]globally(IL8(t) > c(low)) and eventually[0,3]globally(IL8(t) > c(low))",0.5462843,2,0,0
"IL8(t) = c(mid) and globally[0,∞](d_IL8(t) > 0)",0.574907,"eventually[0,3](IL8(t) > c(mid)) and globally[0,3](IL8(t) = c(mid)) and eventually[0,3](IL8(t) > c(mid)) and globally[0,3](IL8(t) = c(mid))",0.62174696,"eventually[0,3](IL8(t) > c(mid)) and globally[0,3](IL8(t) = c(mid)) and eventually[0,3](IL8(t) > c(mid)) and globally[0,3](IL8(t) = c(mid))",0.62174696,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,3]globally(IL8(t) > c(mid)) implies globally[0,∞](d_IL8(t) = d_c(low))",0.5186824,"eventually[0,3]globally(IL8(t) > c(mid)) implies globally[0,∞](d_IL8(t) = d_c(low))",0.5186824,"eventually[0,3]globally(IL8(t) > c(mid)) implies globally[0,∞](d_IL8(t) = d_c(low))",0.5186824,0,0,2
"eventually[0,∞](IL8(t) > c(high)) and globally[0,3](IL8(t) > c(low)) and globally[0,3](IL8(t) > c(low))",0.57607156,"eventually[0,∞](IL8(t) > c(high)) and globally[0,3](IL8(t) > c(low)) and globally[0,3](IL8(t) > c(low))",0.57607156,"eventually[0,∞](IL8(t) > c(high)) and globally[0,3](IL8(t) > c(low)) and globally[0,3](IL8(t) > c(low))",0.57607156,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,∞](IL8(t) > c(mid)) implies eventually[0,3](IL8(t) = c(mid))",0.5559745,"globally[0,∞](IL8(t) > c(mid)) implies eventually[0,3](IL8(t) = c(mid))",0.5559745,"globally[0,∞](IL8(t) > c(mid)) implies eventually[0,3](IL8(t) = c(mid))",0.5559745,0,0,2
"eventually[0,∞]globally(IL8(t) > c(low)) and d_IL8(t) = d_c(low)",0.5188824,"eventually[0,∞]globally(IL8(t) > c(low)) and d_IL8(t) = d_c(low)",0.5188824,"eventually[0,∞]globally(IL8(t) > c(low)) and d_IL8(t) = d_c(low)",0.5188824,0,0,2
