Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL12(t) > c(mid),0.72791946,IL12(t) > c(mid),0.72791946,"eventually[14,∞]globally(IL12(t) = c(high)) and IL12(t) > c(mid)",0.7962052,1,0,1
"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672795,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL12(t) > c(high) and eventually[14, ∞]globally(d_IL12(t) > 0)",0.7335807,"IL12(t) > c(high) and eventually[14, ∞]globally(d_IL12(t) > 0)",0.7335807,"IL12(t) > c(high) and eventually[14, ∞]globally(d_IL12(t) > 0)",0.7335807,0,0,2
"eventually[14,∞]globally(d_IL12(t) > d_c(low))",0.63308907,"IL12(t) > c(high) and eventually[14,∞](IL12(t) > c(high))",0.7663085,"IL12(t) > c(high) and eventually[14,∞](IL12(t) > c(high))",0.7663085,2,0,0
"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[14,∞](IL12(t) > c(low))",0.7531866,"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL12(t) > c(high),0.714465,"eventually[14,∞]globally(IL12(t) = c(mid))",0.7479284,"eventually[14,∞]globally(IL12(t) = c(mid))",0.7479284,2,0,0
"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.77983946,"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.77983946,"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.77983946,0,0,2
"eventually[14,∞](IL12(t)=c(mid))",0.7513056,"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(high))",0.7756728,2,0,0
"eventually[14,∞](d_IL12(t) > d_c(high))",0.6448179,"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,2,0,0
IL12(t) > c(mid),0.72791946,"eventually[14,∞]globally(IL12(t) < c(high))",0.7651595,"eventually[14,∞]globally(IL12(t) < c(high))",0.7651595,2,0,0
IL12(t) = c(high),0.7085985,IL12(t) = c(high),0.7085985,IL12(t) = c(high),0.7085985,0,0,2
"eventually[14,∞]globally(IL12(t) > c(high))",0.7672795,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672795,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672795,0,0,2
"eventually[14,∞]globally(IL12(t) > c(low))",0.7453938,"eventually[14,∞]globally(IL12(t) > c(low))",0.7453938,"eventually[14,∞]globally(IL12(t) > c(low))",0.7453938,0,0,2
"eventually[14, ∞](IL12(t) = c(high))",0.7609356,"eventually[14, ∞](IL12(t) = c(high))",0.7609356,"eventually[14, ∞](IL12(t) = c(high))",0.7609356,0,0,2
