Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,N/A,N/A,N/A,N/A,0,2,0
"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,N/A,N/A,"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,0,1,1
"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.9999999,"eventually[3,12]globally(d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.998091,2,0,0
"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.9999999,N/A,N/A,N/A,N/A,0,2,0
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](IL8(t) < c(high))",0.97070074,"eventually[3,12]globally(d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.998091,N/A,N/A,1,1,0
"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16](IL8(t) < c(high))",0.9971921,"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16](IL8(t) < c(high))",0.9971921,0,1,1
"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9718422,"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9718422,0,2,0
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](IL8(t) < c(high))",0.97070074,N/A,N/A,N/A,N/A,0,2,0
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](d_IL8(t) < d_c(high))",0.9090049,"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16](IL8(t) < c(high))",0.9971921,"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.9999999,2,0,0
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](IL8(t) < c(high))",0.97070074,N/A,N/A,"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](IL8(t) < c(high))",0.97070074,0,1,1
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9718422,N/A,N/A,"eventually[3,12]globally(d_IL12(t) < 0) implies globally[2,16](IL8(t) < c(high))",0.9969554,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](IL8(t) < c(high))",0.97070074,N/A,N/A,N/A,N/A,0,2,0
"eventually[3,12]globally(d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9727433,N/A,N/A,"eventually[3,12]globally(d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.998091,1,1,0
"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16](IL8(t) < c(high))",0.97070074,N/A,N/A,"eventually[3,12](d_IL12(t) < d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.9718422,1,1,0
"eventually[3,12]globally(d_IL12(t)=d_c(high)) implies eventually[2,16]globally(IL8(t) < c(high))",0.97654,"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.9999999,"eventually[3,12](d_IL12(t) < 0) implies eventually[2,16]globally(IL8(t) < c(high))",0.9999999,2,0,0
