Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[7,∞](IL6(t) > c(mid)) and globally[7,∞](d_IL6(t) < 0)",0.7353163,"globally[7,∞](IL6(t) > c(mid)) and globally[7,∞](d_IL6(t) < 0)",0.7353163,"globally[7,∞](IL6(t) > c(mid)) and globally[7,∞](d_IL6(t) < 0)",0.7353163,0,0,2
"globally[7,∞](IL6(t) > c(high)) and globally[7,∞](IL6(t) < c(low))",0.6812741,"globally[7,∞](IL6(t) > c(high)) and globally[7,∞](IL6(t) < c(low))",0.6812741,"globally[7,∞](IL6(t) > c(high)) and globally[7,∞](IL6(t) < c(low))",0.6812741,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,7]globally(IL6(t)=c(high) and d_IL6(t) < 0)",0.7449896,"eventually[1,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(high))",0.75728214,"IL6(t) > c(mid) and IL6(t) > c(low) and globally[0,7](d_IL6(t) < 0)",0.7846887,2,0,0
"globally[0,∞](IL6(t)=c(mid) and IL6(t)=c(high)) and eventually[1,7](d_IL6(t) < d_c(high)) and eventually[7,∞](d_IL6(t) > d_c(low))",0.7089717,"globally[0,∞](IL6(t)=c(mid) and IL6(t)=c(high)) and eventually[1,7](d_IL6(t) < d_c(high)) and eventually[7,∞](d_IL6(t) > d_c(low))",0.7089717,"globally[0,7](IL6(t)=c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.73726964,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,0,0,2
"eventually[8,12]globally(IL6(t) > c(mid)) and eventually[12,15](IL6(t) < c(high))",0.7928083,"eventually[8,12]globally(IL6(t) > c(mid)) and eventually[12,15](IL6(t) < c(high))",0.7928083,"eventually[8,12]globally(IL6(t) > c(mid)) and eventually[12,15](IL6(t) < c(high))",0.7928083,0,0,2
"eventually[0,1]globally(IL6(t) = c(high)) and d_IL6(t) < 0",0.733384,"eventually[0,1]globally(IL6(t) = c(high)) and d_IL6(t) < 0",0.733384,"eventually[0,1]globally(IL6(t) = c(high)) and d_IL6(t) < 0",0.733384,0,0,2
"globally[1,∞](IL6(t) = c(high)) and globally[1,∞](d_IL6(t) < d_c(high))",0.6790532,"globally[1,∞](IL6(t) = c(high)) and globally[1,∞](d_IL6(t) < d_c(high))",0.6790532,"globally[1,∞](IL6(t) = c(high)) and globally[1,∞](d_IL6(t) < d_c(high))",0.6790532,0,0,2
"globally[0,7](IL6(t)=c(high)) implies eventually[7,∞]globally(d_IL6(t) < d_c(low))",0.6548402,"globally[0,7](IL6(t) > c(mid) and IL6(t) > c(low)) and eventually[7,∞](IL6(t) < c(high) and d_IL6(t) < d_c(low))",0.7592057,"globally[0,7](IL6(t) > c(mid) and IL6(t) > c(low)) and eventually[7,∞](IL6(t) < c(high) and d_IL6(t) < d_c(low))",0.7592057,2,0,0
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(low))",0.7160498,"globally[0,∞](IL6(t) < c(high)) and d_IL6(t) < 0",0.7175401,"globally[1,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(mid))",0.76258993,2,0,0
"eventually[1,7]globally(d_IL6(t) < d_c(high)) and d_IL6(t) < 0",0.68080044,"eventually[1,∞]globally(IL6(t) = c(high)) and eventually[1,∞]globally(d_IL6(t) < d_c(high))",0.6898074,"eventually[1,7]globally(IL6(t)=c(high)) and d_IL6(t) < d_c(low)",0.7230303,2,0,0
"eventually[0,7]globally(IL6(t) > c(high) and IL6(t) < c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7705585,"eventually[0,7]globally(IL6(t) > c(high) and IL6(t) < c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7705585,"eventually[0,7]globally(IL6(t) > c(high) and IL6(t) < c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7705585,0,0,2
"eventually[0,1](IL6(t)=c(high)) and d_IL6(t) < d_c(high)",0.6947708,"eventually[0,1](IL6(t)=c(high)) and d_IL6(t) < d_c(high)",0.6947708,"eventually[0,∞]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[0,∞]globally(d_IL6(t) < d_c(high))",0.72207713,1,0,1
