Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Semantic attempt 3,Semantic attempt 3 sim,Semantic attempt 4,Semantic attempt 4 sim,Semantic attempt 5,Semantic attempt 5 sim,Semantic attempt 6,Semantic attempt 6 sim,Semantic attempt 7,Semantic attempt 7 sim,Semantic attempt 8,Semantic attempt 8 sim,Semantic attempt 9,Semantic attempt 9 sim,Semantic attempt 10,Semantic attempt 10 sim,Semantic attempt 11,Semantic attempt 11 sim,Semantic attempt 12,Semantic attempt 12 sim,Semantic attempt 13,Semantic attempt 13 sim,Semantic attempt 14,Semantic attempt 14 sim,Semantic attempt 15,Semantic attempt 15 sim,Semantic attempt 16,Semantic attempt 16 sim,Semantic attempt 17,Semantic attempt 17 sim,Semantic attempt 18,Semantic attempt 18 sim,Semantic attempt 19,Semantic attempt 19 sim,Semantic attempt 20,Semantic attempt 20 sim,Semantic attempt 21,Semantic attempt 21 sim,Semantic attempt 22,Semantic attempt 22 sim,Semantic attempt 23,Semantic attempt 23 sim,Semantic attempt 24,Semantic attempt 24 sim,Semantic attempt 25,Semantic attempt 25 sim,Semantic attempt 26,Semantic attempt 26 sim,Semantic attempt 27,Semantic attempt 27 sim,Semantic attempt 28,Semantic attempt 28 sim,Semantic attempt 29,Semantic attempt 29 sim,Semantic attempt 30,Semantic attempt 30 sim,Semantic attempt 31,Semantic attempt 31 sim,Semantic attempt 32,Semantic attempt 32 sim,Semantic attempt 33,Semantic attempt 33 sim,Semantic attempt 34,Semantic attempt 34 sim,Semantic attempt 35,Semantic attempt 35 sim
"eventually[0,7](IL6(t)=c(mid)) implies eventually[7,∞](IL6(t) < c(high))",0.71835697,"eventually[0,7](IL6(t)=c(mid)) implies eventually[7,∞](IL6(t) < c(high))",0.7183569669723511,"eventually[0,7](IL6(t)=c(mid)) implies eventually[7,∞](IL6(t) < c(high))",0.7183569669723511,"eventually[0,7](IL6(t)=c(mid)) implies eventually[7,∞](IL6(t) < c(high))",0.7183569669723511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.745029866695404,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.745029866695404,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.745029866695404,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"globally[0,∞](IL6(t) = c(mid) and IL6(t) < c(high)) implies globally[1,7](IL6(t) > c(mid)) and globally[1,∞](IL6(t) < c(high))",0.74502987,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.747362,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.747362,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.747362,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.76205516
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7020124,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7020124197006226,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7020124197006226,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7020124197006226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7137236595153809,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7137236595153809,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7137236595153809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.732782,"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.7327820062637329,"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.7327820062637329,"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,∞](d_IL6(t) < 0)",0.7327820062637329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[0,∞]globally(d_IL6(t) < d_c(high))",0.696847677230835,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[0,∞]globally(d_IL6(t) < d_c(high))",0.696847677230835,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[0,∞]globally(d_IL6(t) < d_c(high))",0.696847677230835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,7]globally(IL6(t) > c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7543994,"eventually[0,7]globally(IL6(t) > c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7543994188308716,"eventually[0,7]globally(IL6(t) > c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7543994188308716,"eventually[0,7]globally(IL6(t) > c(mid)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7543994188308716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.72786605,"globally[0,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.7278660535812378,"globally[0,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.7278660535812378,"globally[0,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.7278660535812378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,7](IL6(t) = c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7219402,"globally[0,7](IL6(t) = c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7219402194023132,"globally[0,7](IL6(t) = c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7219402194023132,"globally[0,7](IL6(t) = c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7219402194023132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[1,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.74119097,"eventually[1,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7411909699440002,"eventually[1,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7411909699440002,"eventually[1,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7411909699440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,7](IL6(t)=c(mid)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7424859,"globally[0,7](IL6(t)=c(mid)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7424858808517456,"globally[0,7](IL6(t)=c(mid)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7424858808517456,"globally[0,7](IL6(t)=c(mid)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7424858808517456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"eventually[0,1]globally(IL6(t)=c(high) and d_IL6(t) < d_c(low))",0.694452702999115,"eventually[0,1]globally(IL6(t)=c(high) and d_IL6(t) < d_c(low))",0.694452702999115,"eventually[0,1]globally(IL6(t)=c(high) and d_IL6(t) < d_c(low))",0.694452702999115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7137236595153809,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7137236595153809,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7137236595153809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7473620176315308,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7473620176315308,"eventually[1,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.7473620176315308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
