Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Semantic attempt 3,Semantic attempt 3 sim,Semantic attempt 4,Semantic attempt 4 sim,Semantic attempt 5,Semantic attempt 5 sim,Semantic attempt 6,Semantic attempt 6 sim,Semantic attempt 7,Semantic attempt 7 sim,Semantic attempt 8,Semantic attempt 8 sim,Semantic attempt 9,Semantic attempt 9 sim,Semantic attempt 10,Semantic attempt 10 sim,Semantic attempt 11,Semantic attempt 11 sim,Semantic attempt 12,Semantic attempt 12 sim,Semantic attempt 13,Semantic attempt 13 sim,Semantic attempt 14,Semantic attempt 14 sim,Semantic attempt 15,Semantic attempt 15 sim,Semantic attempt 16,Semantic attempt 16 sim,Semantic attempt 17,Semantic attempt 17 sim,Semantic attempt 18,Semantic attempt 18 sim,Semantic attempt 19,Semantic attempt 19 sim,Semantic attempt 20,Semantic attempt 20 sim,Semantic attempt 21,Semantic attempt 21 sim,Semantic attempt 22,Semantic attempt 22 sim,Semantic attempt 23,Semantic attempt 23 sim,Semantic attempt 24,Semantic attempt 24 sim,Semantic attempt 25,Semantic attempt 25 sim,Semantic attempt 26,Semantic attempt 26 sim,Semantic attempt 27,Semantic attempt 27 sim,Semantic attempt 28,Semantic attempt 28 sim,Semantic attempt 29,Semantic attempt 29 sim,Semantic attempt 30,Semantic attempt 30 sim,Semantic attempt 31,Semantic attempt 31 sim,Semantic attempt 32,Semantic attempt 32 sim,Semantic attempt 33,Semantic attempt 33 sim,Semantic attempt 34,Semantic attempt 34 sim,Semantic attempt 35,Semantic attempt 35 sim
N/A,N/A,"IL12(t) = c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.750541627407074,"IL12(t) = c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.750541627407074,"IL12(t) = c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7505416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[14,∞](IL12(t) = c(high))",0.76093566,"eventually[14,∞](IL12(t) = c(high))",0.7609356641769409,"eventually[14,∞](IL12(t) = c(high))",0.7609356641769409,"eventually[14,∞](IL12(t) = c(high))",0.76093566,"eventually[14,∞](IL12(t) = c(high))",0.76093566,"eventually[14,∞](IL12(t) = c(high))",0.76093566,"eventually[14,∞](IL12(t) = c(high))",0.76093566,"eventually[14,∞](IL12(t) = c(high))",0.76093566,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700208,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700208,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700208,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700208,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394
N/A,N/A,"eventually[14,∞](IL12(t)=c(high))",0.7609356641769409,"eventually[14,∞](IL12(t)=c(high))",0.7609356641769409,"eventually[14,∞](IL12(t)=c(high))",0.76093566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[14,∞]globally(IL12(t) = c(low))",0.7313174,"eventually[14,∞]globally(IL12(t) = c(low))",0.731317400932312,"eventually[14,∞]globally(IL12(t) = c(low))",0.731317400932312,"eventually[14,∞]globally(IL12(t) = c(low))",0.7313174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[14,∞](IL12(t) = c(high))",0.7503511,"globally[14,∞](IL12(t) = c(high))",0.750351071357727,"globally[14,∞](IL12(t) = c(high))",0.750351071357727,"globally[14,∞](IL12(t) = c(high))",0.7503511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.77983946,"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.7798394560813904,"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.7798394560813904,"IL12(t) = c(mid) and eventually[14,∞]globally(IL12(t) > c(mid))",0.77983946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL12(t) > c(low) and eventually[14, ∞]globally(IL12(t) = c(low))",0.7424444,"IL12(t) > c(low) and eventually[14, ∞]globally(IL12(t) = c(low))",0.7424443960189819,"IL12(t) > c(low) and eventually[14, ∞]globally(IL12(t) = c(low))",0.7424443960189819,"IL12(t) > c(low) and eventually[14, ∞]globally(IL12(t) = c(low))",0.7424444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[14,∞]globally(d_IL12(t) > d_c(high))",0.63950145,"eventually[14,∞]globally(d_IL12(t) > d_c(high))",0.6395014524459839,"eventually[14,∞]globally(d_IL12(t) > d_c(high))",0.6395014524459839,"eventually[14,∞]globally(d_IL12(t) > d_c(high))",0.63950145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12(t) = c(high),0.70859855,IL12(t) = c(high),0.7085985541343689,IL12(t) = c(high),0.7085985541343689,IL12(t) = c(high),0.70859855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL12(t) = c(high) and eventually[14,∞](IL12(t) > c(high))",0.76966715,"IL12(t) = c(high) and eventually[14,∞](IL12(t) > c(high))",0.7696671485900879,"IL12(t) = c(high) and eventually[14,∞](IL12(t) > c(high))",0.7696671485900879,"IL12(t) = c(high) and eventually[14,∞](IL12(t) > c(high))",0.76966715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,"eventually[14,∞](IL12(t) > c(high)) and IL12(t)=c(high)",0.7583814859390259,"eventually[14,∞](IL12(t) > c(high)) and IL12(t)=c(high)",0.7583815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672796845436096,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672796845436096,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672796845436096,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672796845436096,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,"eventually[14,∞]globally(IL12(t)=c(high))",0.7581854462623596,"eventually[14,∞]globally(IL12(t)=c(high))",0.75818545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[14,∞](IL12(t)=c(high))",0.76093566,"eventually[14,∞](IL12(t)=c(high))",0.7609356641769409,"eventually[14,∞](IL12(t)=c(high))",0.7609356641769409,"eventually[14,∞](IL12(t)=c(high))",0.76093566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,"eventually[14,∞](d_IL12(t) > d_c(high))",0.6448179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700208,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700207829475403,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700207829475403,"IL12(t) > c(mid) and eventually[14, ∞]globally(IL12(t) = c(mid))",0.7700208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394113540649,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394113540649,"IL12(t) > c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7842394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
