Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Semantic attempt 3,Semantic attempt 3 sim,Semantic attempt 4,Semantic attempt 4 sim,Semantic attempt 5,Semantic attempt 5 sim,Semantic attempt 6,Semantic attempt 6 sim,Semantic attempt 7,Semantic attempt 7 sim,Semantic attempt 8,Semantic attempt 8 sim,Semantic attempt 9,Semantic attempt 9 sim,Semantic attempt 10,Semantic attempt 10 sim,Semantic attempt 11,Semantic attempt 11 sim,Semantic attempt 12,Semantic attempt 12 sim,Semantic attempt 13,Semantic attempt 13 sim,Semantic attempt 14,Semantic attempt 14 sim,Semantic attempt 15,Semantic attempt 15 sim,Semantic attempt 16,Semantic attempt 16 sim,Semantic attempt 17,Semantic attempt 17 sim,Semantic attempt 18,Semantic attempt 18 sim,Semantic attempt 19,Semantic attempt 19 sim,Semantic attempt 20,Semantic attempt 20 sim,Semantic attempt 21,Semantic attempt 21 sim,Semantic attempt 22,Semantic attempt 22 sim,Semantic attempt 23,Semantic attempt 23 sim,Semantic attempt 24,Semantic attempt 24 sim,Semantic attempt 25,Semantic attempt 25 sim,Semantic attempt 26,Semantic attempt 26 sim,Semantic attempt 27,Semantic attempt 27 sim,Semantic attempt 28,Semantic attempt 28 sim,Semantic attempt 29,Semantic attempt 29 sim,Semantic attempt 30,Semantic attempt 30 sim,Semantic attempt 31,Semantic attempt 31 sim,Semantic attempt 32,Semantic attempt 32 sim,Semantic attempt 33,Semantic attempt 33 sim,Semantic attempt 34,Semantic attempt 34 sim,Semantic attempt 35,Semantic attempt 35 sim
"IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high) and eventually[8,∞]globally(IL1Ra(t) < c(high) and IL1RN(t) > c(high))",0.284786,"IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high) and eventually[8,∞]globally(IL1Ra(t) < c(high) and IL1RN(t) > c(high))",0.2847859859466553,"IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high) and eventually[8,∞]globally(IL1Ra(t) < c(high) and IL1RN(t) > c(high))",0.2847859859466553,"IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high) and eventually[8,∞]globally(IL1Ra(t) < c(high) and IL1RN(t) > c(high))",0.2847859859466553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434250831604,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434250831604,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434250831604,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"globally[1,7](IFNβ(t) > c(mid)) and d_IFNβ(t) < d_c(low) implies TNFα(t)=c(mid)",0.5530434,"d_IFNβ(t) > c(mid) and eventually[7,∞](d_IFNβ(t) < 0)",0.56188023,"d_IFNβ(t) > c(mid) and eventually[7,∞](d_IFNβ(t) < 0)",0.56188023,"d_IFNβ(t) > c(mid) and eventually[7,∞](d_IFNβ(t) < 0)",0.56188023,"d_IFNβ(t) > c(mid) and eventually[7,∞](d_IFNβ(t) < 0)",0.56188023
N/A,N/A,"globally[2,∞](d_IL1β(t) < d_c(high))",0.3549412488937378,"globally[2,∞](d_IL1β(t) < d_c(high))",0.3549412488937378,"globally[2,∞](d_IL1β(t) < d_c(high))",0.3549412488937378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"globally[0,7](IFNα(t) = c(low)) implies eventually[8,∞]globally(d_IFNα(t) > d_c(low))",0.39528802,"globally[0,7](IFNα(t) = c(low)) implies eventually[8,∞]globally(d_IFNα(t) > d_c(low))",0.39528802037239075,"globally[0,7](IFNα(t) = c(low)) implies eventually[8,∞]globally(d_IFNα(t) > d_c(low))",0.39528802037239075,"globally[0,7](IFNα(t) = c(low)) implies eventually[8,∞]globally(d_IFNα(t) > d_c(low))",0.39528802037239075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,d_IL1β(t) > c(mid) and d_IL1Ra(t) > c(high),0.3656556010246277,d_IL1β(t) > c(mid) and d_IL1Ra(t) > c(high),0.3656556010246277,d_IL1β(t) > c(mid) and d_IL1Ra(t) > c(high),0.3656556010246277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"eventually[7, ∞]globally(d_IL1β(t) = d_c(low))",0.3794020712375641,"eventually[7, ∞]globally(d_IL1β(t) = d_c(low))",0.3794020712375641,"eventually[7, ∞]globally(d_IL1β(t) = d_c(low))",0.3794020712375641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNα(t) = c(mid) and IFNβ(t) > c(high),0.605498,IFNα(t) = c(mid) and IFNβ(t) > c(high),0.6054980158805847,IFNα(t) = c(mid) and IFNβ(t) > c(high),0.6054980158805847,IFNα(t) = c(mid) and IFNβ(t) > c(high),0.6054980158805847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"eventually[0,4](IL1Ra(t) < c(low))",0.22912939,"eventually[0,4](IL1Ra(t) < c(low))",0.2291293889284134,"eventually[0,4](IL1Ra(t) < c(low))",0.2291293889284134,"eventually[0,4](IL1Ra(t) < c(low))",0.2291293889284134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,"globally[0,7](IFNβ(t) = c(low)) and eventually[7,∞]globally(d_IFNβ(t) > d_c(low) and IFNβ(t) = c(low))",0.5391284227371216,"globally[0,7](IFNβ(t) = c(low)) and eventually[7,∞]globally(d_IFNβ(t) > d_c(low) and IFNβ(t) = c(low))",0.5391284227371216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
