Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Semantic attempt 3,Semantic attempt 3 sim,Semantic attempt 4,Semantic attempt 4 sim,Semantic attempt 5,Semantic attempt 5 sim,Semantic attempt 6,Semantic attempt 6 sim,Semantic attempt 7,Semantic attempt 7 sim,Semantic attempt 8,Semantic attempt 8 sim,Semantic attempt 9,Semantic attempt 9 sim,Semantic attempt 10,Semantic attempt 10 sim,Semantic attempt 11,Semantic attempt 11 sim,Semantic attempt 12,Semantic attempt 12 sim,Semantic attempt 13,Semantic attempt 13 sim,Semantic attempt 14,Semantic attempt 14 sim,Semantic attempt 15,Semantic attempt 15 sim,Semantic attempt 16,Semantic attempt 16 sim,Semantic attempt 17,Semantic attempt 17 sim,Semantic attempt 18,Semantic attempt 18 sim,Semantic attempt 19,Semantic attempt 19 sim,Semantic attempt 20,Semantic attempt 20 sim,Semantic attempt 21,Semantic attempt 21 sim,Semantic attempt 22,Semantic attempt 22 sim,Semantic attempt 23,Semantic attempt 23 sim,Semantic attempt 24,Semantic attempt 24 sim,Semantic attempt 25,Semantic attempt 25 sim,Semantic attempt 26,Semantic attempt 26 sim,Semantic attempt 27,Semantic attempt 27 sim,Semantic attempt 28,Semantic attempt 28 sim,Semantic attempt 29,Semantic attempt 29 sim,Semantic attempt 30,Semantic attempt 30 sim,Semantic attempt 31,Semantic attempt 31 sim,Semantic attempt 32,Semantic attempt 32 sim,Semantic attempt 33,Semantic attempt 33 sim,Semantic attempt 34,Semantic attempt 34 sim,Semantic attempt 35,Semantic attempt 35 sim
IL1Ra(t)=c(mid) and IL1β(t)=c(mid) and d_IFNα(t)=d_c(low) and d_IFNβ(t)=d_c(low) and d_SARSCoV2(t) < d_c(high),0.4576294,IL1Ra(t)=c(mid) and IL1β(t)=c(mid) and d_IFNα(t)=d_c(low) and d_IFNβ(t)=d_c(low) and d_SARSCoV2(t) < d_c(high),0.4576294,IL1Ra(t)=c(mid) and IL1β(t)=c(mid) and d_IFNα(t)=d_c(low) and d_IFNβ(t)=d_c(low) and d_SARSCoV2(t) < d_c(high),0.45762941241264343,IL1Ra(t)=c(mid) and IL1β(t)=c(mid) and d_IFNα(t)=d_c(low) and d_IFNβ(t)=d_c(low) and d_SARSCoV2(t) < d_c(high),0.45762941241264343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121152997016907,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121152997016907,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153,"eventually[1, ∞](IFNα(t) = c(mid) and IFNβ(t) = c(mid))",0.5121153
"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.44137207,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.44137207,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.4413720667362213,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.4413720667362213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_IFNα(t) > d_c(low) implies d_IL1β(t) > d_c(low),0.44167906,d_IFNα(t) > d_c(low) implies d_IL1β(t) > d_c(low),0.44167906,d_IFNα(t) > d_c(low) implies d_IL1β(t) > d_c(low),0.44167906045913696,d_IFNα(t) > d_c(low) implies d_IL1β(t) > d_c(low),0.44167906045913696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,d_IL12(t) > d_c(low) implies SARSCoV2(t) < c(mid),0.23494795,d_IL12(t) > d_c(low) implies SARSCoV2(t) < c(mid),0.23494794964790344,d_IL12(t) > d_c(low) implies SARSCoV2(t) < c(mid),0.23494794964790344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.44137207,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.44137207,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.4413720667362213,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",0.4413720667362213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,IL6(t)=c(low) implies d_IL12(t) < d_c(high),0.19186679,IL6(t)=c(low) implies d_IL12(t) < d_c(high),0.19186678528785706,IL6(t)=c(low) implies d_IL12(t) < d_c(high),0.19186678528785706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
