S0-F0,S0-F0 sim,S0-F1,S0-F1 sim,S0-F2,S0-F2 sim,S0-F3,S0-F3 sim,S1-F0,S1-F0 sim,S1-F1,S1-F1 sim,S1-F2,S1-F2 sim,S1-F3,S1-F3 sim,S2-F0,S2-F0 sim,S3-F0,S3-F0 sim,S4-F0,S4-F0 sim,S5-F0,S5-F0 sim,S6-F0,S6-F0 sim,S7-F0,S7-F0 sim,S8-F0,S8-F0 sim,S9-F0,S9-F0 sim,S10-F0,S10-F0 sim,S11-F0,S11-F0 sim,S12-F0,S12-F0 sim,S13-F0,S13-F0 sim,S14-F0,S14-F0 sim,S15-F0,S15-F0 sim,S16-F0,S16-F0 sim,S17-F0,S17-F0 sim
0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.73644525,"IL6(t)=c(high) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",,,,,,,0.73644525,"IL6(t) = c(high) and globally[7,inf](d_IL6(t) < 0)",0.72783923,"globally[0,7](IL6(t) > c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7015817,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < -d_c(low))",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7403732,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7327473,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf]globally(d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.72878975,"globally[0,7](IL6(t) = c(high)) and globally[8,inf](d_IL6(t) < 0)",0.7327473,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf]globally(d_IL6(t) < 0)",0.7526965,"globally[0,7](IL6(t) > c(high)) and eventually[0,7](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)"
0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74416304,"eventually[0,7](IL6(t) > c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7394666,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7394666,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,0.7444426,"globally[0,7](IL6(t) > c(mid)) and globally[7,inf](d_IL6(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
