S0-F0,S0-F0 sim,S0-F1,S0-F1 sim,S0-F2,S0-F2 sim,S0-F3,S0-F3 sim,S1-F0,S1-F0 sim,S1-F1,S1-F1 sim,S1-F2,S1-F2 sim,S1-F3,S1-F3 sim,S2-F0,S2-F0 sim,S3-F0,S3-F0 sim,S4-F0,S4-F0 sim,S5-F0,S5-F0 sim,S6-F0,S6-F0 sim,S7-F0,S7-F0 sim,S8-F0,S8-F0 sim,S9-F0,S9-F0 sim,S10-F0,S10-F0 sim,S11-F0,S11-F0 sim,S12-F0,S12-F0 sim,S13-F0,S13-F0 sim,S14-F0,S14-F0 sim,S15-F0,S15-F0 sim,S16-F0,S16-F0 sim,S17-F0,S17-F0 sim
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.8580831,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",,,,,,,0.84779733,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and eventually[14,inf](d_TNFα(t) < 0)",,,,,,,0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.85090804,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and globally[15,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.8553229,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[15,inf](d_TNFα(t) < 0)",0.81496835,"globally[1,14](TNFα(t) > c(high)) and globally[1,7](d_TNFα(t) > 0) and globally[8,14](d_TNFα(t) > 0) and globally[15,inf](d_TNFα(t) < 0)",0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",0.8494488,"globally[1,7](TNFα(t)=c(high)) and globally[8,14](TNFα(t)=c(high)) and eventually[15,inf]globally(d_TNFα(t)<0)",0.8553229,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[15,inf](d_TNFα(t) < 0)",0.85090804,"globally[1,7](TNFα(t)=c(high)) and globally[8,14](TNFα(t)=c(high)) and globally[15,inf](d_TNFα(t)<0)",0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.85896766,"globally[1,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.84357,"globally[1,14](TNFα(t) = c(high)) and globally[15,inf](d_TNFα(t) < 0)"
0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,0.8580831,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85090804,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.8488805,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,0.85090804,"globally[1,7](TNFα(t) = c(high)) and globally[8,14](TNFα(t) = c(high)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",,,,,,,0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8553229,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.81496835,"globally[1,14](TNFα(t) > c(high)) and globally[1,7](d_TNFα(t) > 0) and globally[8,14](d_TNFα(t) > 0) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",,,,,,,0.8494488,"globally[1,7](TNFα(t)=c(high)) and globally[8,14](TNFα(t)=c(high)) and eventually[15,inf]globally(d_TNFα(t)<0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8553229,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,0.85090804,"globally[1,7](TNFα(t)=c(high)) and globally[8,14](TNFα(t)=c(high)) and globally[15,inf](d_TNFα(t)<0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",,,,,,,0.85896766,"globally[1,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",,,,,,,0.84357,"globally[1,14](TNFα(t) = c(high)) and globally[15,inf](d_TNFα(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
