Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[14,inf](SARSCoV2(t) = c(low) and IL6(t) > c(mid))",0.6778728,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[14,inf](SARSCoV2(t) = c(low) and IL6(t) > c(mid))",0.6778728,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](SARSCoV2(t) = c(low) and IL6(t) > c(low))",0.6764965,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](SARSCoV2(t) = c(low) and IL6(t) > c(mid))",0.6778728,"globally[14,inf](SARSCoV2(t) = c(low)) and globally[14,inf](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7164583,N/A,N/A,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[0,14](SARSCoV2(t) = c(low) and IL6(t) > c(mid))",0.6823391,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](SARSCoV2(t)=c(low) and IL6(t)=c(high))",0.67178726,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](SARSCoV2(t) = c(low)) and globally[14,inf](IL6(t) > c(mid))",0.6632236,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[0,14](SARSCoV2(t) = c(low)) and globally[0,14](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7259536,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[0,14](SARSCoV2(t) = c(low)) and globally[0,14](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7405118,"globally[0,14](SARSCoV2(t) = c(low)) and globally[0,14](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7259536,N/A,N/A,0,2,0
"eventually[0,14](SARSCoV2(t) < c(low)) and globally[0,14](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7438202,N/A,N/A,N/A,N/A,0,2,0
"globally[0,14](SARSCoV2(t) = c(low) and IL6(t) > c(mid))",0.6823391,N/A,N/A,N/A,N/A,0,2,0
