Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[14,inf](IL12(t)=c(high))",0.750351,N/A,N/A,N/A,N/A,0,2,0
"globally[0,14](d_IL12(t) > 0) and eventually[14,inf]globally(IL12(t) = c(high))",0.71676433,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[14,inf]globally(IL12(t)=c(high))",0.7581854,N/A,N/A,N/A,N/A,0,2,0
"eventually[14,inf](IL12(t) = c(high))",0.7609356,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[14,inf](d_IL12(t)=0)",0.61872715,N/A,N/A,N/A,N/A,0,2,0
"globally[14, inf](IL12(t) = c(high))",0.750351,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](IL12(t) = c(high))",0.750351,N/A,N/A,N/A,N/A,0,2,0
"eventually[15,inf]globally(IL12(t) > c(mid))",0.7747806,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[15,inf](IL12(t) > c(high))",0.75309753,N/A,N/A,N/A,N/A,0,2,0
"eventually[14,inf]globally(IL12(t) = c(high))",0.7581854,N/A,N/A,N/A,N/A,0,2,0
"eventually[14,inf](d_IL12(t) = 0)",0.61872715,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](IL12(t) = c(high) and d_IL12(t) = 0)",0.69303966,N/A,N/A,N/A,N/A,0,2,0
"eventually[14,inf]globally(d_IL12(t)=0)",0.6130331,N/A,N/A,N/A,N/A,0,2,0
"eventually[14,inf]globally(IL12(t) = c(high))",0.7581854,N/A,N/A,N/A,N/A,0,2,0
