Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,1,0,1
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,N/A,N/A,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,1,1,0
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,1,0,1
"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,1,0,1
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf](d_IL6(t) < 0)",0.7403732,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,2,0,0
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf](d_IL6(t) < 0)",0.7403732,1,0,1
"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,1,0,1
"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,0,2,0
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,1,0,1
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"eventually[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,1,0,1
"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"globally[0,7](IL6(t)=c(high) and d_IL6(t) < 0)",0.7384914,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,0,2,0
"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t)=c(high)) and eventually[7,inf](d_IL6(t)<0)",0.7403732,1,1,0
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.73278207,1,0,1
"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"eventually[0,7](IL6(t) > c(high)) and globally[7,inf](d_IL6(t) < 0)",0.74416304,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,1,1,0
"globally[0,7](IL6(t) > c(high)) and globally[7,inf](d_IL6(t) < 0)",0.72783923,N/A,N/A,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf](d_IL6(t) < 0)",0.7403732,1,1,0
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,1,0,1
"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7253518,"globally[0,7](IL6(t)=c(high)) and globally[7,inf](d_IL6(t)<0)",0.7253518,0,0,2
"eventually[0,7](IL6(t) = c(high)) and globally[7,inf](d_IL6(t) < 0)",0.7394666,"globally[0,7](IL6(t) = c(high)) and eventually[7,inf](d_IL6(t) < 0)",0.7403732,"globally[0,7](IL6(t)=c(high)) and eventually[7,inf](d_IL6(t) < 0)",0.7403732,2,0,0
