Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[17,19](IgG(t) > c(low))",0.5086179,"globally[17,19](SARSCoV2(t) = c(low) and d_SARSCoV2(t) = 0)",0.2959543,"eventually[17,19](IgG(t) = c(high))",0.4870479,0,2,0
"globally[17,19](IgG(t) > c(high))",0.4789369,"eventually[17,19]globally(SARSCoV2(t)=c(high))",0.33000875,"eventually[17,19](SARSCoV2(t) = c(low))",0.3410998,0,2,0
"eventually[17,19](d_IgM(t) > d_c(low) and d_IgG(t) > d_c(low)) and globally[19,inf](IgG(t) = c(high))",0.51395535,"eventually[17,19](IL6(t) = c(high))",0.25828975,"eventually[17,19](SARSCoV2(t) > c(high))",0.348075,0,2,0
"eventually[17,19](IgM(t) > c(low) and IgG(t) > c(low))",0.6225954,"eventually[17,19]globally(SARSCoV2(t)=c(high))",0.33000875,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,0,2,0
"eventually[17,19](IgM(t) = c(high) and IgG(t) = c(high))",0.60420084,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,"globally[17,19](SARSCoV2(t) > c(low) implies IL1RN(t) > c(high))",0.39954457,0,2,0
"globally[17,19](IgM(t) > c(low) and IgG(t) > c(low))",0.6177775,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,0,2,0
"eventually[17,19](IgM(t) > c(low) and IgG(t) > c(low))",0.6225954,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,"eventually[17,19]globally(SARSCoV2(t)=c(high))",0.33000875,0,2,0
"eventually[17,19](IgG(t) > c(low))",0.5086179,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,0,2,0
"eventually[17,19](IgG(t)=c(high) and IgM(t)=c(high))",0.5990937,"eventually[17,19](SARSCoV2(t) > c(low) implies IgG(t) = c(high))",0.5695305,"globally[17,19](SARSCoV2(t) = c(high))",0.31645542,0,2,0
"eventually[17,19](IgM(t) > c(low) and IgG(t) > c(low))",0.6225954,"globally[17,19](SARSCoV2(t) < c(low) implies SARSCoV2(t) = c(low))",0.31260425,"eventually[17,19](SARSCoV2(t) = c(low))",0.3410998,0,2,0
"eventually[17,19](d_IgM(t) > 0 and IgG(t) = c(high))",0.6132473,"eventually[17,19]globally(SARSCoV2(t)=c(high))",0.33000875,"eventually[17,19](SARSCoV2(t)=c(high))",0.34618282,0,2,0
"globally[17,19](IgG(t) = c(high))",0.4699595,"globally[17,19](SARSCoV2(t) = c(high))",0.31645542,"eventually[0,17](IgM(t) = c(high)) and eventually[0,19](IgG(t) = c(high))",0.56838673,1,1,0
"eventually[17,19](IgM(t) > c(low) and IgG(t) = c(high))",0.6165038,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,0,2,0
"eventually[17,19](IgG(t) = c(high))",0.4870479,"globally[17,19](SARSCoV2(t) = c(low) implies IFNα(t) = c(high))",0.36174464,"eventually[17,19](SARSCoV2(t) > c(high))",0.348075,0,2,0
"eventually[17,19](d_IgM(t) > d_c(low) and IgG(t) = c(high))",0.6019162,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,"eventually[17,19](d_SARSCoV2(t) = d_c(high))",0.3202682,0,2,0
"eventually[17,19]globally(IgG(t)=c(high))",0.4822804,"globally[17,19](d_IL6(t) > d_c(low) and IL6(t) = c(high))",0.26204446,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,0,2,0
"globally[17,19](IgM(t) > c(low) and IgG(t) > c(low))",0.6177775,"eventually[17,19](SARSCoV2(t) > c(mid)) and globally[17,19](SARSCoV2(t) = c(high))",0.32326433,"eventually[17,19](SARSCoV2(t) < c(low))",0.34518468,0,2,0
"eventually[17,19](IgM(t) > c(low) and IgG(t) = c(high))",0.6165038,"eventually[17,19](IFNβ(t) = c(high))",0.2744577,"eventually[17,19](SARSCoV2(t) = c(high))",0.34618282,0,2,0
