Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[0,14](SARSCoV2(t)=c(low)) and globally[0,14](IL6(t)=c(high) and IL1RN(t)=c(high))",0.6949283,"globally[0,14](SARSCoV2(t) = c(low)) and globally[0,14](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7259536,N/A,N/A,1,1,0
"globally[14,inf](SARSCoV2(t) < c(mid) and IL1RN(t) > c(mid))",0.71673983,N/A,N/A,N/A,N/A,0,2,0
"globally[0,14](SARSCoV2(t) < c(low) and IL6(t) > c(mid))",0.6868943,N/A,N/A,N/A,N/A,0,2,0
"globally[0,14](SARSCoV2(t)=c(low)) and globally[0,14](IL6(t)>c(mid) and IL1RN(t)>c(mid))",0.7259536,N/A,N/A,N/A,N/A,0,2,0
"globally[0,14](SARSCoV2(t) = c(low)) and globally[0,14](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7259536,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[14,inf](SARSCoV2(t) < c(low) and IL6(t) > c(mid))",0.6864191,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](SARSCoV2(t) < c(low) and IL6(t) > c(mid))",0.6864191,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[14,inf](SARSCoV2(t) < c(low) and IL6(t) > c(high))",0.680254,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](SARSCoV2(t)=c(low) and IL6(t)>c(mid))",0.6778728,N/A,N/A,"globally[14,inf](SARSCoV2(t) = c(low)) and eventually[14,inf](IL6(t) > c(mid) and IL1RN(t) > c(mid))",0.7170915,1,1,0
"globally[0,14](SARSCoV2(t)=c(low) and IL6(t)>c(mid))",0.6823391,N/A,N/A,N/A,N/A,0,2,0
"globally[0,14](SARSCoV2(t) < c(low) and IL6(t) > c(high))",0.67557496,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[0,14](SARSCoV2(t) = c(low) and IL6(t) > c(low))",0.67477614,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
