Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[1,7](IFNβ(t) = c(low)) and eventually[8,inf]globally(IFNβ(t) > c(mid))",0.57110655,N/A,N/A,N/A,N/A,0,2,0
"globally[1,7](IFNβ(t) < c(mid)) and globally[8,14](IFNβ(t) > c(mid)) and globally[15,inf](IFNβ(t) > c(mid))",0.5775146,"globally[1,7](IFNβ(t)=c(mid)) and eventually[8,inf](IFNβ(t)>c(mid))",0.56768155,N/A,N/A,0,2,0
"globally[1,7](IFNβ(t) = c(low)) and eventually[8,inf](IFNβ(t) > c(high))",0.5329847,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,7](IFNβ(t) = c(mid)) and eventually[8,inf]globally(IFNβ(t) > c(mid))",0.5752374,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,7](IFNβ(t) = c(mid)) and globally[8,inf](IFNβ(t) > c(mid))",0.5654726,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,7](IFNβ(t)=c(mid)) and globally[8,14](IFNβ(t) > c(mid))",0.59450686,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,7](IFNβ(t) = IFNβ(1)) and globally[8,14](IFNβ(t) > c(high)) and globally[15,inf](IFNβ(t) > c(high))",0.5888922,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
