Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,N/A,N/A,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,N/A,N/A,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,1,1
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,IL1β(t) < c(low) implies IL6(t) = c(low),0.99999994,0,0,2
