Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[1,14](d_TNFα(t) < d_TNFα(0)) and eventually[15,∞](d_TNFα(t)=c(low))",0.39998937,"globally[1,14](d_TNFα(t) < d_TNFα(0)) and eventually[15,∞](d_TNFα(t)=c(low))",0.39998937,"globally[1,14](d_TNFα(t) < d_TNFα(0)) and eventually[15,∞](d_TNFα(t)=c(low))",0.39998937,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_TNFα(t) > c(mid),0.39998937,d_TNFα(t) > c(mid),0.39998937,d_TNFα(t) > c(mid),0.39998937,0,0,2
"eventually[1,7]globally(d_TNFα(t)>d_c(low)) implies eventually[8, ∞](d_TNFα(t)=c(low)) and eventually[1, ∞](d_TNFα(t)=0 implies d_TNFα(t)<c(high))",0.39998937,"eventually[1,7]globally(d_TNFα(t)>d_c(low)) implies eventually[8, ∞](d_TNFα(t)=c(low)) and eventually[1, ∞](d_TNFα(t)=0 implies d_TNFα(t)<c(high))",0.39998937,"eventually[1,7]globally(d_TNFα(t)>d_c(low)) implies eventually[8, ∞](d_TNFα(t)=c(low)) and eventually[1, ∞](d_TNFα(t)=0 implies d_TNFα(t)<c(high))",0.39998937,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,∞](d_TNFα(t) > d_c(low)) implies eventually[1,14](d_TNFα(t)=d_c(high))",0.39998937,"globally[1,∞](d_TNFα(t) > d_c(low)) implies eventually[1,14](d_TNFα(t)=d_c(high))",0.39998937,"globally[1,∞](d_TNFα(t) > d_c(low)) implies eventually[1,14](d_TNFα(t)=d_c(high))",0.39998937,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,7](d_TNFα(t) > d_c(low)) and globally[8,14](d_TNFα(t) > d_c(low)) implies eventually[15,∞](IL6(t) < c(mid))",0.39998937,"globally[1,7](d_TNFα(t) > d_c(low)) and globally[8,14](d_TNFα(t) > d_c(low)) implies eventually[15,∞](IL6(t) < c(mid))",0.39998937,"globally[1,7](d_TNFα(t) > d_c(low)) and globally[8,14](d_TNFα(t) > d_c(low)) implies eventually[15,∞](IL6(t) < c(mid))",0.39998937,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[3,17](IL1RN(t) > c(low) and IL8(t) > c(high)) and TNFα(t)=c(low) and IFNα(t) < c(high)",0.39998937,"globally[3,17](IL1RN(t) > c(low) and IL8(t) > c(high)) and TNFα(t)=c(low) and IFNα(t) < c(high)",0.39998937,"globally[3,17](IL1RN(t) > c(low) and IL8(t) > c(high)) and TNFα(t)=c(low) and IFNα(t) < c(high)",0.39998937,0,0,2
TNFα(t) > c(low) and IL12(t)=c(mid),0.39998937,TNFα(t) > c(low) and IL12(t)=c(mid),0.39998937,TNFα(t) > c(low) and IL12(t)=c(mid),0.39998937,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,∞](IL6(t) < c(high)) and eventually[14,∞]globally(IL6(t) < c(low)) and globally[1,14](IL6(t) < c(mid)) and eventually[0,13](IL6(t) > c(low)) and globally[15,∞](IL6(t) < c(high))",0.39998937,"globally[1,∞](IL6(t) < c(high)) and eventually[14,∞]globally(IL6(t) < c(low)) and globally[1,14](IL6(t) < c(mid)) and eventually[0,13](IL6(t) > c(low)) and globally[15,∞](IL6(t) < c(high))",0.39998937,"globally[1,∞](IL6(t) < c(high)) and eventually[14,∞]globally(IL6(t) < c(low)) and globally[1,14](IL6(t) < c(mid)) and eventually[0,13](IL6(t) > c(low)) and globally[15,∞](IL6(t) < c(high))",0.39998937,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
