Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[1, ∞]globally(d_SARSCoV2(t) < c(mid))",0.5393065,"eventually[1, ∞]globally(d_SARSCoV2(t) < c(mid))",0.5393065,"eventually[1, ∞]globally(d_SARSCoV2(t) < c(mid))",0.5393065,0,0,2
d_IFNα(t) > d_c(high) implies d_IFNβ(t) = d_c(high),0.5393065,d_IFNα(t) > d_c(high) implies d_IFNβ(t) = d_c(high),0.5393065,d_IFNα(t) > d_c(high) implies d_IFNβ(t) = d_c(high),0.5393065,0,0,2
IL8(t) > c(low) implies d_IL1Ra(t) < d_c(high),0.5393065,IL8(t) > c(low) implies d_IL1Ra(t) < d_c(high),0.5393065,IL8(t) > c(low) implies d_IL1Ra(t) < d_c(high),0.5393065,0,0,2
"globally[4,16](d_IL1Ra(t) < c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.5393065,"globally[4,16](d_IL1Ra(t) < c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.5393065,"globally[4,16](d_IL1Ra(t) < c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.5393065,0,0,2
d_IL12(t)=c(high),0.5393065,d_IL12(t)=c(high),0.5393065,d_IL12(t)=c(high),0.5393065,0,0,2
"eventually[3,12](d_IL12(t) < d_c(low)) implies eventually[2,16]globally(IL8(t) < c(high))",0.5393065,"eventually[3,12](d_IL12(t) < d_c(low)) implies eventually[2,16]globally(IL8(t) < c(high))",0.5393065,"eventually[3,12](d_IL12(t) < d_c(low)) implies eventually[2,16]globally(IL8(t) < c(high))",0.5393065,0,0,2
IL12(t) = c(high),0.5393065,IL12(t) = c(high),0.5393065,IL12(t) = c(high),0.5393065,0,0,2
IL12(t) = c(mid),0.5393065,IL12(t) = c(mid),0.5393065,IL12(t) = c(mid),0.5393065,0,0,2
IL12(t) = c(high),0.5393065,IL12(t) = c(high),0.5393065,IL12(t) = c(high),0.5393065,0,0,2
IL12(t) < c(high),0.5393065,IL12(t) < c(high),0.5393065,IL12(t) < c(high),0.5393065,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IL12(t) = d_c(high),0.5393065,d_IL12(t) = d_c(high),0.5393065,d_IL12(t) = d_c(high),0.5393065,0,0,2
IL12(t) = c(high),0.5393065,IL12(t) = c(high),0.5393065,IL12(t) = c(high),0.5393065,0,0,2
IL12(t) < c(mid) implies d_IFNβ(t)=d_c(low),0.5393065,IL12(t) < c(mid) implies d_IFNβ(t)=d_c(low),0.5393065,IL12(t) < c(mid) implies d_IFNβ(t)=d_c(low),0.5393065,0,0,2
IL12(t)=c(high),0.5393065,IL12(t)=c(high),0.5393065,IL12(t)=c(high),0.5393065,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,∞](IL12(t) = c(high))",0.5393065,"globally[1,∞](IL12(t) = c(high))",0.5393065,"globally[1,∞](IL12(t) = c(high))",0.5393065,0,0,2
