Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[0,15](IL8(t) < c(mid))",0.77634007,"eventually[0,15](IL6(t) < c(mid))",0.6806443,"globally[0,15](IL8(t) < c(mid))",0.77564603,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[8,10](d_IFNα(t) > d_c(high)) and IL8(t) < c(mid)",0.9574266,N/A,N/A,"globally[0,15](IL8(t) < c(mid)) implies eventually[8,10](d_IFNα(t) > d_c(high)) and globally[0,10](d_IL8(t) = d_c(low))",0.963552,1,1,0
"eventually[8,10]globally(d_IFNα(t) > d_c(high)) and IL8(t) < c(mid)",0.9519745,"eventually[8,10](d_IL1Ra(t) > d_c(high)) implies eventually[0,15]globally(IL8(t) < c(mid))",0.86897063,"eventually[6,18]globally(d_IL6(t) > 0)",0.64229965,0,2,0
"IL1Ra(t) = c(mid) and globally[0,15](IL8(t) < c(mid))",0.73982453,N/A,N/A,N/A,N/A,0,2,0
"globally[0,15](IL8(t) < c(mid))",0.77564603,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[8,10](d_IFNα(t) > d_c(high) ) implies globally[0,15](IL8(t) < c(mid))",0.9888638,N/A,N/A,"IL6(t) < c(mid) and d_IL6(t) < d_c(low) and globally[15,inf](d_IL1β(t) > d_c(high) implies d_IL1β(t) < 0)",0.6986425,0,2,0
"globally[20,inf](d_IFNα(t) < d_c(high))",0.76085424,"eventually[0,15](IL8(t) > c(mid))",0.78093624,"eventually[8,15]globally(d_IFNα(t) > d_c(low) implies IL8(t) < c(mid))",0.97341156,2,0,0
"eventually[8,10](d_IFNα(t) > c(high)) implies globally[0,15](IL8(t) < c(mid))",0.92373395,N/A,N/A,"eventually[8,10]globally(d_IFNα(t) > d_c(high) implies IL8(t) < c(mid))",0.973884,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL8(t) > c(low) and d_IFNα(t) > 0,0.8531147,N/A,N/A,N/A,N/A,0,2,0
"eventually[0,15]globally(IL8(t)=c(mid) and d_IFNα(t) < d_c(high))",0.95490783,"globally[0,15](IL8(t) < c(mid)) implies eventually[8,10](d_IFNα(t) > d_c(high))",0.96302867,"eventually[8,10](d_IFNα(t)=d_c(high)) implies globally[0,15](IL8(t) < c(mid))",1.0000002,2,0,0
d_IFNα(t) > d_c(high) implies IL8(t) < c(mid),0.87703735,N/A,N/A,"eventually[8,10]globally(d_IL12(t) > d_c(low)) implies eventually[0,15](IL8(t) < c(mid))",0.8488221,0,2,0
"eventually[4,16]globally(d_IFNα(t) > d_c(high)) implies globally[0,15](IL8(t) < c(mid))",0.9786642,N/A,N/A,N/A,N/A,0,2,0
"globally[0,15](IL8(t) < c(mid)) implies globally[8,10](d_IFNα(t) > d_c(low))",0.9638767,"globally[0,15](IL8(t)=c(mid)) and d_IFNα(t) > d_c(high)",0.9611825,"eventually[0,15](IL8(t)=c(mid) implies d_IFNα(t) > d_c(high))
",0.9334707,0,2,0
