Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[6,inf](d_IL1β(t) > 0)",0.815639,N/A,N/A,N/A,N/A,0,2,0
"globally[6,18](d_IL6(t) > d_c(low))",0.9297484,"globally[6,18](d_IL6(t) > 0)",0.9862821,N/A,N/A,1,1,0
"eventually[6,18]globally(d_IL6(t) > 0)",1.0,N/A,N/A,"globally[6,inf] (d_IL6(t) = d_c(low))",0.9154941,0,2,0
"globally[6,18](d_IL6(t) > 0)",0.9862821,N/A,N/A,N/A,N/A,0,2,0
d_IL6(t) < d_c(high),0.78916574,"globally[6,18](d_IL6(t) > d_c(low))",0.9297484,N/A,N/A,1,1,0
"globally[6,inf](d_IL6(t) > d_c(low)) implies globally[6,inf](d_TNFα(t) > d_c(high))",0.7808804,N/A,N/A,"eventually[6,18]globally(d_IL6(t) > d_c(high))",0.9467738,1,1,0
"eventually[6,18]globally(d_IL6(t) > d_c(high))",0.9467738,"globally[6,inf](d_IL6(t) > 0)",0.96130943,N/A,N/A,1,1,0
"globally[6,18](d_IL6(t) > d_c(low))",0.9297484,N/A,N/A,"globally[6,18](d_IL6(t) > d_c(low))",0.9297484,0,1,1
"globally[6,18](d_IL6(t) > 0)",0.9862821,N/A,N/A,d_IL6(t) > d_c(low),0.79871774,0,2,0
"eventually[6,18](d_IL6(t) > d_c(low))",0.93140775,N/A,N/A,N/A,N/A,0,2,0
"eventually[6,18]globally(d_IL6(t) > d_c(low))",0.9425375,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[6,18](d_IL6(t) > 0)",0.9906291,"eventually[6,18]globally(d_IL6(t) > 0)",1.0,"eventually[6,18]globally(d_IL6(t) > d_c(low))",0.9425375,1,1,0
d_IL6(t) > d_c(high),0.80399346,N/A,N/A,d_IL6(t) < d_c(low),0.7788241,0,2,0
"eventually[6,18]globally(d_IL6(t) < d_c(high))",0.9390533,N/A,N/A,"eventually[6,18]globally(d_IL6(t) > 0)",1.0,1,1,0
"eventually[6,18]globally(d_IL6(t) = d_c(low))",0.95148253,N/A,N/A,N/A,N/A,0,2,0
