S0-F0,S0-F0 sim,S0-F1,S0-F1 sim,S1-F0,S1-F0 sim,S1-F1,S1-F1 sim,S2-F0,S2-F0 sim,S2-F1,S2-F1 sim,S3-F0,S3-F0 sim,S3-F1,S3-F1 sim,S4-F0,S4-F0 sim,S4-F1,S4-F1 sim,S5-F0,S5-F0 sim,S5-F1,S5-F1 sim,S6-F0,S6-F0 sim,S6-F1,S6-F1 sim,S7-F0,S7-F0 sim,S7-F1,S7-F1 sim,S8-F0,S8-F0 sim,S8-F1,S8-F1 sim,S9-F0,S9-F0 sim,S9-F1,S9-F1 sim,S10-F0,S10-F0 sim,S10-F1,S10-F1 sim,S11-F0,S11-F0 sim,S11-F1,S11-F1 sim,S12-F0,S12-F0 sim,S12-F1,S12-F1 sim,S13-F0,S13-F0 sim,S13-F1,S13-F1 sim,S14-F0,S14-F0 sim,S14-F1,S14-F1 sim,S15-F0,S15-F0 sim,S15-F1,S15-F1 sim,S16-F0,S16-F0 sim,S16-F1,S16-F1 sim,S17-F0,S17-F0 sim,S17-F1,S17-F1 sim,S18-F0,S18-F0 sim,S18-F1,S18-F1 sim,S19-F0,S19-F0 sim,S19-F1,S19-F1 sim,S20-F0,S20-F0 sim,S20-F1,S20-F1 sim,S21-F0,S21-F0 sim,S21-F1,S21-F1 sim,S22-F0,S22-F0 sim,S22-F1,S22-F1 sim,S23-F0,S23-F0 sim,S23-F1,S23-F1 sim,S24-F0,S24-F0 sim,S24-F1,S24-F1 sim,S25-F0,S25-F0 sim,S25-F1,S25-F1 sim,S26-F0,S26-F0 sim,S26-F1,S26-F1 sim
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.4186917,"IL1RN(t) < c(low) and globally[1,14](IFNα(t)=c(mid) implies d_IFNα(t) > d_c(low))",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.70859855,IL12(t)=c(high),N/A,N/A,0.7503511,"globally[14,∞](d_IL12(t)=c(high))
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.70859855,IL12(t) = c(high),N/A,N/A,0.70859855,IL12(t) = c(high),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.75818545,"eventually[14, ∞]globally(IL12(t) = c(high))",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.24425948,"IFNα(t) < c(mid) and IFNβ(t) < c(mid) and globally[18,∞](d_IFNα(t)=0)",0.53792566,"IL6(t) > c(mid) and eventually[0,∞]globally(d_IFNβ(t) < d_c(high) and IL8(t)=c(low))",N/A,N/A,0.70859855,d_IL12(t) = c(high),N/A,N/A
0.62263113,IL12(t)=c(low) and d_IL12(t)=d_c(low),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,0.69549096,IL12(t) = c(mid),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64848137,"d_IL12(t)=c(high) implies IL1RN(t) < c(low) and eventually[7,∞](d_IFNα(t) < 0 and IL8(t) > c(high))",N/A,N/A,0.70859855,IL12(t) = c(high),N/A,N/A,0.7581041,"d_IL12(t) = c(high) and eventually[14, ∞](IL12(t) = c(high))",N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,0.7355144,"globally[14,∞](d_IL12(t) = c(mid))",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,0.4186917,"IL1RN(t) < c(low) and globally[1,14](IFNα(t)=c(mid) implies d_IFNα(t) > d_c(low))",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70859855,IL12(t)=c(high),N/A,N/A,0.7503511,"globally[14,∞](d_IL12(t)=c(high))
",N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70859855,IL12(t) = c(high),N/A,N/A,0.70859855,IL12(t) = c(high),N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
