Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[9,12]globally(d_IL1β(t) > d_c(low))",0.5090097,"eventually[9,12]globally(d_IFNα(t)=d_c(low))",0.77581775,N/A,N/A,1,1,0
"globally[9,12](IL1RN(t)=c(low))",0.73889065,N/A,N/A,d_IL8(t) > d_c(low) implies IFNα(t) < c(mid),0.57551956,0,2,0
"eventually[9,12]globally(d_IL12(t) = d_c(low))",0.49931556,"eventually[9,12]globally(IL1Ra(t) > c(high))",0.6654934,"globally[4,19](d_IFNα(t)=d_c(low) and IL1Ra(t) > c(mid))",0.7352679,2,0,0
"globally[9,12](d_IFNα(t) = c(low))",1.0000002,N/A,N/A,N/A,N/A,0,2,0
"globally[9,12](d_IFNα(t)=d_c(low))",0.7744864,N/A,N/A,N/A,N/A,0,2,0
"IFNα(t) < c(low) and eventually[9,12](d_IFNβ(t) > d_c(high)) and IL12(t) > c(mid)",0.7153641,"eventually[9,12]globally(d_IFNα(t) = d_c(low))",0.77581775,IFNα(t)=c(low) implies d_IFNα(t) = d_c(low),0.603388,1,1,0
"eventually[9,12](d_IFNα(t)=c(low))",0.97072613,N/A,N/A,"globally[9,12](IFNα(t) = c(low))",1.0000002,1,1,0
"eventually[9,12]globally(d_IFNα(t) = c(low))",0.9743665,"globally[9,12](IFNα(t)=c(low))",1.0000002,N/A,N/A,1,1,0
"globally[9,12](IL1Ra(t)=c(low))",0.72315717,"globally[9,12](d_IFNα(t) = d_c(low))",0.7744864,N/A,N/A,1,1,0
"globally[9,12](IL1Ra(t)=c(low))",0.72315717,N/A,N/A,N/A,N/A,0,2,0
IL1RN(t)=c(low),0.36287007,N/A,N/A,"globally[9,12](IFNα(t)=c(low) implies IL1β(t) > c(mid))
and globally[9,12](d_IFNα(t) < d_c(high))
and IL8(t) < c(low)",0.68526477,1,1,0
"eventually[9,12](d_IFNα(t)=d_c(low))",0.7711682,"eventually[9,12]globally(d_IFNα(t)=d_c(low))",0.77581775,"eventually[9,12](IL1β(t)=c(low))
and IL1β(t) < c(high)",0.6256276,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[9,12](d_IFNα(t) = c(low))",0.97072613,N/A,N/A,"globally[9,12](d_IFNα(t) = d_c(low))",0.7744864,0,2,0
"globally[9,12](d_IFNα(t) = d_c(low))",0.7744864,N/A,N/A,"globally[9,12](IFNα(t)=c(low))",1.0000002,1,1,0
d_IFNα(t) < d_c(low) implies IL1β(t) < c(mid),0.5067949,N/A,N/A,"eventually[9,12]globally(IFNα(t) = c(low)) implies eventually[9,12]globally(d_IFNα(t) < d_c(low))",0.7566179,1,1,0
"globally[9,12](IFNα(t) = c(low))",1.0000002,"globally[9,12](IFNα(t) = c(low))",1.0000002,N/A,N/A,0,1,1
"eventually[9,12](d_IFNα(t) > d_c(low))",0.7609505,"globally[9,12](IFNα(t)=c(low))",1.0000002,N/A,N/A,1,1,0
