Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,18]globally(d_IL1RN(t) = d_c(high))",1.0,"globally[8,18](d_IL1RN(t) > 0 and d_IL1RN(t) = c(high))",0.9167625,N/A,N/A,0,2,0
IL1RN(t)=c(high) implies d_IL1RN(t) > d_c(high),0.7750946,N/A,N/A,"globally[8,18](d_IL1RN(t) > d_c(high))",0.96966815,1,1,0
"eventually[8,18](d_IL1RN(t) = d_c(high))",0.99238753,N/A,N/A,N/A,N/A,0,2,0
"globally[8,18](d_IL1RN(t) > d_c(low))",0.9712736,"eventually[8,inf](d_IL1RN(t) = d_c(high))",0.95113623,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,18]globally(IL1RN(t) < c(low) implies d_IL1RN(t) > d_c(high))",0.9466327,N/A,N/A,IL1RN(t)=c(low) and d_IL1RN(t) > d_c(high),0.76006603,0,2,0
"eventually[9, inf](d_IL1RN(t) = c(mid)) and d_IL1RN(t) > c(high)",0.65750986,"globally[8,18](d_IL1RN(t) < d_c(high))",0.9659325,N/A,N/A,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,18]globally(d_IL1RN(t) > d_c(low))",0.9808812,d_IL1RN(t) = d_c(high) and IL1RN(t) > c(low),0.7774769,"globally[8,inf](d_IL1RN(t) > d_c(high))",0.94331527,0,2,0
"globally[8,inf](d_IL1RN(t) > d_c(high)) and IL1RN(t) = c(low)",0.9101629,N/A,N/A,"globally[8,18](d_IL1RN(t) > c(high))",0.71826446,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,N/A,N/A,N/A,N/A,0,2,0
"d_IL1RN(t) > d_c(low) and globally[8,18](d_IL1RN(t) > c(high))",0.91213703,"globally[18,inf](d_IL1RN(t)=d_c(high) implies d_IL1RN(t)=0)",0.8556172,"globally[8,18](d_IL1RN(t) > d_c(high))",0.96966815,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[8,18](d_IL1RN(t) > d_c(high))",0.97297114,d_IL1RN(t)=d_c(high) and IL1RN(t)=c(high),0.7890365,N/A,N/A,0,2,0
"globally[8,18](d_IL1RN(t)=d_c(high))",0.9893117,"eventually[8,18]globally(d_IL1RN(t)=d_c(high))",1.0,"globally[8,18](d_IL1RN(t) < d_c(high))",0.9659325,1,1,0
