Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[0,inf](RANTES(t) = c(low))",0.5066289,IL6(t)=c(mid) implies IL12(t) < c(high),0.18940404,"eventually[0,inf]globally(RANTES(t) < c(mid) implies d_RANTES(t)=d_c(low))",0.4960882,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[inf,inf]globally(d_RANTES(t)=d_c(low))",0.35034198,"globally[11,17](RANTES(t) > c(low)) and d_RANTES(t) < d_c(high) implies RANTES(t)=c(low)",0.5386803,N/A,N/A,1,1,0
IL17(t) < c(low) and d_RANTES(t) = d_c(low),0.4003777,N/A,N/A,IL1Ra(t) > c(low) implies d_IL8(t) = 0,0.13144651,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IFNβ(t) < d_c(low) implies d_IFNβ(t)=d_c(high),0.03322418,"eventually[14,inf]globally(d_IL1β(t) = d_c(high)) and IL1β(t) > c(mid)",0.25265494,N/A,N/A,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_RANTES(t)=0 implies d_IL1Ra(t) < d_c(low) and d_TNFα(t) < d_c(high),0.36021948,d_RANTES(t) = c(low) implies RANTES(t) < c(mid),0.60673314,"IL1RN(t) < c(low) and eventually[2,15]globally(TNFα(t) > c(low) implies d_TNFα(t)=d_c(high))",0.21207312,1,1,0
d_RANTES(t) = c(low),0.5778152,"eventually[7,17]globally(d_IL6(t) < d_c(low) implies IL6(t) < c(high))",0.21558255,N/A,N/A,0,2,0
"eventually[6,inf](RANTES(t)=c(mid))",0.54481107,"globally[20,inf](d_TNFα(t) < d_c(high))",0.13294522,"globally[8,inf](SARSCoV2(t) > c(mid)) implies eventually[1,6](d_IL1β(t)=0)",0.2886296,0,2,0
"globally[0,inf](d_RANTES(t) < c(low))",0.50412047,"d_IL1RN(t) < d_c(high) and eventually[14,15]globally(d_IFNα(t)=d_c(high) and IFNβ(t) > c(low))",0.13662608,"globally[0,inf](d_RANTES(t) < c(high) implies d_RANTES(t)=c(mid))",0.6027743,1,1,0
"globally[15,inf](RANTES(t)=c(mid))
",0.48199922,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
