Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[4, inf](d_IL6(t) < c(mid)) and globally[4, inf](d_IL12(t) < c(mid)) and globally[4, inf](d_IL1β(t) < c(mid)) and d_IFNγ(t) < d_c(high) and globally[4, inf](d_IL17(t) < d_c(high)) and globally[4, inf](d_IL27(t) < d_c(high))",0.5823649,N/A,N/A,N/A,N/A,0,2,0
"IL6(t) < c(low) and globally[4, inf](d_IL6(t) = d_c(high)) and IL12(t) < c(high) and IL1β(t) < c(high) and IFNγ(t) < c(high) and IL17(t) < c(high) and IL27(t) < c(high)",0.6018475,N/A,N/A,IL6(t)=c(high) implies d_IL12(t) > d_c(high),0.3713941,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[8,inf](SARSCoV2(t) > c(mid)) implies eventually[1,6](d_IL1β(t)=0)",0.5104456,N/A,N/A,"globally[6,inf](IL8(t) > c(mid))
",0.40183592,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[2,inf]globally(IL1RN(t) > c(low))",0.30430114,IL6(t) < c(high) and IFNα(t) > c(low),0.42298323,"IL6(t) < c(low) and globally[4,inf](d_IL6(t) < d_c(high)) and IL12(t) < c(low) and globally[4,inf](d_IL12(t) < d_c(high)) and IL1β(t) < c(low) and globally[4,inf](d_IL1β(t) < d_c(high)) and IFNγ(t) < c(low) and globally[4,inf](d_IFNγ(t) < d_c(high)) and IL17(t) < c(low) and globally[4,inf](d_IL17(t) < d_c(high)) and IL27(t) < c(low) and globally[4,inf](d_IL27(t) < d_c(high)) and IL8(t) < c(low) and globally[4,inf](d_IL8(t) < d_c(high)) and globally[4,inf](d_IFNα(t) < d_c(high))",0.5300243,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[11, inf]globally(d_IL6(t) < c(low) implies d_IL12(t) > d_c(high)) and eventually[11, inf]globally(d_IL12(t) < c(low) implies d_IL1β(t) > d_c(high)) and eventually[11, inf]globally(d_IL1β(t) < c(low) implies d_IFNγ(t) > d_c(high)) and eventually[11, inf]globally(d_IFNγ(t) < c(low) implies d_IL17(t) > d_c(high)) and eventually[11, inf]globally(d_IL17(t) < c(low) implies d_IL27(t) > d_c(high)) and eventually[11, inf]globally(d_IL27(t) < c(low) implies d_RANTES(t) > d_c(high))",0.47832495,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL1Ra(t) < c(high) implies IFNβ(t)=c(mid),0.4253698,N/A,N/A,N/A,N/A,0,2,0
"globally[14,inf](IFNβ(t) < c(low) implies d_IL1Ra(t)=d_c(high))",0.44531715,N/A,N/A,N/A,N/A,0,2,0
d_IL6(t) = c(low) and d_IL12(t) = c(low) and d_IFNγ(t) = c(low) and d_IL17(t) = c(low) and d_IL27(t) = c(low),0.48594427,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL6(t)=c(mid) and IL12(t)=c(mid) and IL1β(t)=c(mid) and IFNγ(t)=c(mid) and IL17(t)=c(mid) and IL27(t)=c(mid),0.5709731,N/A,N/A,"globally[7,inf](d_IL1β(t)=0) implies eventually[15,inf](IL8(t) < c(high))",0.53436553,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
