S0-F0,S0-F0 sim,S0-F1,S0-F1 sim,S0-F2,S0-F2 sim,S0-F3,S0-F3 sim,S1-F0,S1-F0 sim,S1-F1,S1-F1 sim,S1-F2,S1-F2 sim,S1-F3,S1-F3 sim,S2-F0,S2-F0 sim,S2-F1,S2-F1 sim,S2-F2,S2-F2 sim,S2-F3,S2-F3 sim,S3-F0,S3-F0 sim,S4-F0,S4-F0 sim,S5-F0,S5-F0 sim,S6-F0,S6-F0 sim,S6-F1,S6-F1 sim,S6-F2,S6-F2 sim,S6-F3,S6-F3 sim,S7-F0,S7-F0 sim,S8-F0,S8-F0 sim,S8-F1,S8-F1 sim,S8-F2,S8-F2 sim,S8-F3,S8-F3 sim,S9-F0,S9-F0 sim,S10-F0,S10-F0 sim,S11-F0,S11-F0 sim,S12-F0,S12-F0 sim,S13-F0,S13-F0 sim,S14-F0,S14-F0 sim,S14-F1,S14-F1 sim,S14-F2,S14-F2 sim,S14-F3,S14-F3 sim,S15-F0,S15-F0 sim,S16-F0,S16-F0 sim,S17-F0,S17-F0 sim,S18-F0,S18-F0 sim,S19-F0,S19-F0 sim,S19-F1,S19-F1 sim,S19-F2,S19-F2 sim,S19-F3,S19-F3 sim,S20-F0,S20-F0 sim,S21-F0,S21-F0 sim,S22-F0,S22-F0 sim,S23-F0,S23-F0 sim,S24-F0,S24-F0 sim,S24-F1,S24-F1 sim,S24-F2,S24-F2 sim,S24-F3,S24-F3 sim,S25-F0,S25-F0 sim,S25-F1,S25-F1 sim,S25-F2,S25-F2 sim,S25-F3,S25-F3 sim,S26-F0,S26-F0 sim
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,0.49424127,"globally[3, inf](d_IL8(t) > d_c(low))",0.54468083,IL6(t) < c(high) implies IL8(t)=c(low),0.54794604,IL8(t) > c(high),N/A,N/A,N/A,N/A,N/A,N/A,0.59691966,"globally[1,3](IL6(t) = c(high) implies IL8(t) > c(high))",0.42819434,"globally[0,3](IL6(t)=c(high) implies d_IL6(t)=d_c(low))",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.54794604,d_IL8(t) > c(high),0.43472975,"globally[10,17](IL1RN(t) < c(mid))",0.54794604,IL8(t) > c(high),0.5760819,"globally[7,inf](d_IL8(t) > c(high) and d_IL1RN(t) < c(low))",0.51798344,IL8(t) > c(low),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.54794604,IL8(t) > c(high),0.55398154,"globally[3, inf](IL8(t) = c(high))",0.5707112,d_IL8(t) > c(high) implies IL8(t)=c(mid),0.5490873,"globally[0,3](IL8(t)=c(mid))",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.54794604,IL8(t) > c(high),0.56856835,d_IL8(t) > c(mid),0.5912707,"globally[1,3](d_IL8(t) > c(high))",0.5499508,IL8(t) < c(high),N/A,N/A,N/A,N/A,N/A,N/A,0.56856835,IL8(t) > c(mid),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.5532507,"globally[0,3](d_IL8(t) > c(high)) implies eventually[15,inf](IL8(t) < c(high))"
0.50232214,"globally[3,inf](d_IL8(t) > d_c(high))",,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,0.51798344,IL8(t) > c(low),,,,,0.53180695,"globally[0,3](d_IL8(t) > c(low)) and d_IL8(t) = d_c(low)",,,,,,,0.6120957,IL6(t) < c(low) and IL12(t) < c(low) and IL1β(t) < c(low) and IL1Ra(t) < c(low) and TNFα(t) < c(low) and IL8(t) > c(high) and IFNα(t) < c(high) and IFNβ(t) < c(high) and SARSCoV2(t) = c(low) and IL1RN(t) > c(low),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56693,"globally[1,3](d_IL8(t) > c(low))",,,,,,,0.5693258,"globally[0,3](d_IL8(t) > c(high))",,,,,,,0.5339876,"globally[6,inf](IL8(t)=c(low))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5328377,d_IL8(t) > d_c(low) implies IFNα(t) < c(mid),,,,,,,0.5887389,IL8(t) > c(mid) and d_SARSCoV2(t) > 0 implies IL1Ra(t) < c(low),,,,,,,0.53153837,IL6(t) < c(high) and d_IL8(t) > d_c(low),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48072785,d_IL8(t) = c(low),,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.538266,"IL6(t) < c(mid) and d_IL6(t) < d_c(low) and globally[15,inf](d_IL1β(t) > d_c(high) implies d_IL1β(t) < 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5422086,"globally[0,inf](d_IL8(t) > d_c(low)) and eventually[7,inf]globally(IL8(t) < c(high))",,,,,,,N/A,N/A,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
