Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[0,∞](IFNα(t)=c(high) and IL1RN(t) < c(high))",0.4678167,"globally[0,∞](IFNα(t)=c(high) and IL1RN(t) < c(high))",0.4678167,"globally[0,∞](IFNα(t)=c(high) and IL1RN(t) < c(high))",0.4678167,0,0,2
"eventually[5,∞]globally(d_IL1β(t) > d_c(low)) implies eventually[14,15](IL8(t) < c(high))",0.32774872,IFNβ(t) < c(mid) implies IL1RN(t) < c(mid),0.41021985,IL1Ra(t) < c(mid) and IFNα(t) > c(high),0.44661102,2,0,0
"eventually[4,8]globally(d_IFNβ(t) < 0) and d_IL8(t) > 0 and d_IL1β(t) > 0",0.41156465,"globally[5,∞](IFNα(t) < c(low)) and IFNβ(t) < c(low)",0.4843928,"globally[5,∞](IFNα(t) < c(low)) and IFNβ(t) < c(low)",0.4843928,2,0,0
"eventually[4,5]globally(d_IFNα(t)=d_c(low)) and eventually[12,15](SARSCoV2(t)=c(high))",0.5092609,"eventually[4,5]globally(d_IFNα(t)=d_c(low)) and eventually[12,15](SARSCoV2(t)=c(high))",0.5092609,"eventually[4,5]globally(d_IFNα(t)=d_c(low)) and eventually[12,15](SARSCoV2(t)=c(high))",0.5092609,0,0,2
IL6(t) < c(low) and IL1Ra(t)=c(low),0.18396601,d_IL1β(t) > d_c(high) and IL1β(t) = c(mid),0.25786632,d_IL1β(t) > d_c(high) and IL1β(t) = c(mid),0.25786632,2,0,0
IFNα(t) > c(mid) implies IFNβ(t) = c(low),0.425932,d_IFNβ(t) > c(low) and d_IL1β(t) > c(low),0.43643808,"globally[4,19](d_IFNα(t)=d_c(low) and IL1Ra(t) > c(mid))",0.519176,2,0,0
"globally[1,∞](d_IFNα(t)=c(mid))",0.4479529,"globally[1,∞](d_IFNα(t)=c(mid))",0.4479529,"globally[1,∞](d_IFNα(t)=c(mid))",0.4479529,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[15,∞]globally(IL1β(t) > c(low))",0.32163268,"eventually[15,∞]globally(IL1β(t) > c(low))",0.32163268,"eventually[15,∞]globally(IL1β(t) > c(low))",0.32163268,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,∞](d_IL1β(t)=0)",0.33144528,"globally[0,∞](d_IFNα(t) > 0 and d_IFNβ(t) > 0)",0.48063776,"globally[4,13](d_IFNα(t) = d_c(high) and d_IFNβ(t) = d_c(high))",0.5000777,2,0,0
IL1Ra(t) < c(mid) and IL1β(t)=c(low) and d_IL12(t) < d_c(low) and d_IL1β(t) = d_c(low),0.2412427,IL1Ra(t) < c(mid) and IL1β(t)=c(low) and d_IL12(t) < d_c(low) and d_IL1β(t) = d_c(low),0.2412427,IL1Ra(t) < c(mid) and IL1β(t)=c(low) and d_IL12(t) < d_c(low) and d_IL1β(t) = d_c(low),0.2412427,0,0,2
IL1β(t)=c(mid) and IL1Ra(t)=c(high),0.23392726,IL1β(t)=c(mid) and IL1Ra(t)=c(high),0.23392726,"globally[2,4](IFNα(t)=c(mid) implies d_IFNα(t) < d_c(low))",0.47316182,1,0,1
IFNα(t) > c(mid) implies IL1β(t)=c(low) and IFNβ(t) > c(mid) implies IL1Ra(t)=c(high),0.37537885,IFNα(t) > c(mid) implies IL1β(t)=c(low) and IFNβ(t) > c(mid) implies IL1Ra(t)=c(high),0.37537885,"globally[0,∞](d_IFNα(t)=0 and d_IFNβ(t)=0)",0.47121385,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL1Ra(t) > c(mid) implies d_IL1Ra(t) > d_c(high),0.21838227,d_IFNα(t) > d_c(low) implies IFNα(t) < c(mid),0.41943887,d_IFNα(t) > d_c(low) implies IFNα(t) < c(mid),0.41943887,2,0,0
IL1RN(t) < c(high),0.14945748,"globally[1,∞](d_IFNα(t)=c(mid)) and d_IFNβ(t)=d_c(low) implies IL1Ra(t)=c(mid)",0.4246417,"globally[1,∞](d_IFNα(t)=c(mid)) and d_IFNβ(t)=d_c(low) implies IL1Ra(t)=c(mid)",0.4246417,2,0,0
