Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[6,∞](IL8(t) > c(mid)) and IL8(t) = c(low) and IL8(t) = c(low) and IL8(t) = c(low)",0.599002,1,0,1
"globally[6,∞](IL8(t)=c(low))",0.5339876,"globally[6,∞](IL8(t)=c(low))",0.5339876,"globally[6,∞](IL8(t)=c(low))",0.5339876,0,0,2
IL6(t) = c(low) implies d_IL6(t) < d_c(high) and d_IFNα(t) > d_c(high) implies d_IFNβ(t) = d_c(high),0.42150453,"globally[7,∞](d_IL8(t) < c(high))",0.5660217,"globally[7,∞](d_IL8(t) < c(high))",0.5660217,2,0,0
"globally[0,3](IL8(t)=c(high) implies d_IL8(t) > d_c(low))",0.51321447,"globally[0,3](d_IL8(t) > c(high))",0.5693258,"globally[0,3](d_IL8(t) > c(high))",0.5693258,2,0,0
IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,0,0,2
IL1Ra(t) = c(high) and d_IFNα(t) < d_c(high),0.40335965,"globally[1,3](IL8(t) > c(high))",0.5912707,"globally[1,3](IL8(t) > c(high))",0.5912707,2,0,0
"globally[3,∞](d_IL8(t) > c(high))",0.5689299,"globally[3,∞](d_IL8(t) > c(high))",0.5689299,"globally[3,∞](d_IL8(t) > c(high))",0.5689299,0,0,2
d_IL8(t) = d_c(high) and SARSCoV2(t) > c(high),0.5770307,d_IL8(t) = d_c(high) and SARSCoV2(t) > c(high),0.5770307,"d_IL8(t)=c(low) implies IL1RN(t) < c(low) and eventually[7,∞]globally(d_IFNα(t) < 0 and IL8(t) > c(high))",0.59070444,1,0,1
"globally[3,∞](IL8(t)=c(low))",0.5243425,"globally[3,∞](IL8(t)=c(low))",0.5243425,"globally[3,∞](IL8(t) > c(low))",0.5467353,1,0,1
"eventually[3,∞](IL8(t) > c(mid))",0.58931005,"eventually[3,∞](IL8(t) > c(mid))",0.58931005,"eventually[3,∞](IL8(t) > c(mid))",0.58931005,0,0,2
"eventually[7,∞]globally(IL8(t)=c(high))",0.5518563,"eventually[7,∞]globally(IL8(t)=c(high))",0.5518563,"eventually[7,∞]globally(IL8(t)=c(high))",0.5518563,0,0,2
"globally[0, ∞](d_IL8(t) > c(mid))",0.5703293,"globally[0, ∞](d_IL8(t) > c(mid))",0.5703293,"globally[0, ∞](d_IL8(t) > c(mid))",0.5703293,0,0,2
"globally[1,3](IL8(t) > c(mid))",0.6037346,"globally[1,3](IL8(t) > c(mid))",0.6037346,"globally[1,3](IL8(t) > c(mid))",0.6037346,0,0,2
"globally[3, ∞](d_IL8(t) > c(low)) and d_IL1β(t) < c(low) implies d_IL1β(t) = d_c(low)",0.5779983,"globally[3, ∞](d_IL8(t) > c(low)) and d_IL1β(t) < c(low) implies d_IL1β(t) = d_c(low)",0.5779983,"globally[3, ∞](d_IL8(t) > c(low)) and d_IL1β(t) < c(low) implies d_IL1β(t) = d_c(low)",0.5779983,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
d_IL8(t) > c(high),0.54794604,d_IL8(t) > c(high),0.54794604,d_IL8(t) > c(high),0.54794604,0,0,2
IL8(t)=c(high),0.522193,IL8(t)=c(high),0.522193,"IL8(t) > c(low) and globally[0,∞](d_IL8(t) > d_c(high))",0.5293311,1,0,1
IL8(t)=c(high) and IL8(t)=c(mid),0.55672324,"globally[3, ∞](IL8(t) > c(high))",0.5689299,IL8(t) = c(high) and IL12(t) = c(high) and IL1β(t) = c(mid) and IL1Ra(t) = c(high) and TNFα(t) = c(low) and IL1β(t) = c(mid) and IFNα(t) = c(high) and SARSCoV2(t) = c(low) and IL1RN(t) = c(low),0.61117977,2,0,0
"globally[0,∞](d_IL8(t) > c(high))",0.56093335,"globally[0,∞](d_IL8(t) > c(high))",0.56093335,"globally[0,∞](d_IL8(t) > c(high))",0.56093335,0,0,2
IL8(t) < c(mid) and d_IL8(t) > 0,0.5693587,IL8(t) < c(mid) and d_IL8(t) > 0,0.5693587,IL8(t) < c(mid) and d_IL8(t) > 0,0.5693587,0,0,2
"eventually[17,∞]globally(IL1Ra(t) < c(high))",0.4181756,"d_IL8(t) > c(high) and eventually[0,3]globally(d_IL8(t)=d_c(high))",0.570893,"d_IL8(t) > c(high) and eventually[0,3]globally(d_IL8(t)=d_c(high))",0.570893,2,0,0
"eventually[1,3]globally(d_IL8(t) > d_c(low) implies IL8(t) > c(high))",0.5691579,"eventually[1,3]globally(d_IL8(t) > d_c(low) implies IL8(t) > c(high))",0.5691579,"eventually[1,3]globally(d_IL8(t) > d_c(low) implies IL8(t) > c(high))",0.5691579,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL6(t) > c(mid) implies SARSCoV2(t) < c(high),0.5553742,IL6(t) > c(mid) implies SARSCoV2(t) < c(high),0.5553742,"globally[3, ∞](IL8(t) > c(high)) implies eventually[1,3](IL8(t) = c(low))",0.5614962,1,0,1
"IL8(t) > c(high) and eventually[0,∞](d_IL8(t) < 0)",0.55763066,"IL8(t) > c(high) and eventually[0,∞](d_IL8(t) < 0)",0.55763066,"IL8(t) > c(high) and eventually[0,∞](d_IL8(t) < 0)",0.55763066,0,0,2
