Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[12,inf](d_IL1RN(t) < d_c(low))",0.8007812,N/A,N/A,N/A,N/A,0,2,0
"globally[12, inf](IL1β(t) > c(low)) implies globally[12, inf](d_IL1RN(t) < 0)",0.96606004,N/A,N/A,N/A,N/A,0,2,0
IL1β(t) > c(low) implies d_IL1RN(t) < d_c(low),0.8490775,N/A,N/A,N/A,N/A,0,2,0
IL1β(t) < c(low) implies d_IL1RN(t) < d_c(high),0.85264474,"eventually[12,inf]globally(d_IL1β(t) > c(low) implies d_IL1RN(t)=c(high))",0.9218324,N/A,N/A,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"IL1β(t) = c(low) and eventually[12, inf]globally(IL1β(t) > c(low) implies d_IL1β(t)=d_c(low))",0.9065131,"globally[12, inf](d_IL1β(t) > c(low) implies d_IL1RN(t) < d_c(low))",0.95763505,N/A,N/A,1,1,0
"eventually[12,inf]globally(d_IL1β(t) > c(low) implies d_IL1RN(t) < d_c(high))",0.9632055,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[12,inf](d_IL1β(t) = c(low) implies d_IL1RN(t) < d_c(low))",0.9511535,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[12,inf]globally(d_IL1β(t) > c(low) implies d_IL1RN(t) < d_c(high))",0.9632055,"IL1β(t) > c(low) and globally[12,inf](d_IL1RN(t) < d_c(low))",0.93126744,"globally[12,inf](d_IL1β(t) = c(mid)) implies eventually[12,inf]globally(d_IL1RN(t) < d_c(low))",0.9371184,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[12, inf]globally(d_IL1β(t) = d_c(low) and d_IL1RN(t) < d_c(low))",0.94334406,"eventually[12,inf](d_IL1β(t) > c(low) implies d_IL1RN(t) < d_c(low))",0.9512859,N/A,N/A,1,1,0
IL1RN(t) = c(low) and d_IL1β(t) < d_c(low),0.80102295,N/A,N/A,N/A,N/A,0,2,0
"eventually[12,inf](d_IL1RN(t) < d_c(low))",0.8007085,N/A,N/A,IL1RN(t) = c(low) and d_IL1β(t) < d_c(low),0.80102295,1,1,0
