Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[1,∞](IL1β(t) < c(low) implies d_IL1β(t) < d_c(low))",0.41397277,"globally[1,∞](IL1β(t) < c(low) implies d_IL1β(t) < d_c(low))",0.41397277,"globally[1,∞](IL1β(t) < c(low) implies d_IL1β(t) < d_c(low))",0.41397277,0,0,2
"globally[1,∞](d_TNFα(t) < d_c(high))
",0.71005905,"globally[1,∞](d_TNFα(t) < d_c(high))
",0.71005905,"globally[1,∞](d_TNFα(t) < d_c(high))
",0.71005905,0,0,2
"globally[1,14](TNFα(t) > c(high)) and eventually[15,∞](TNFα(t) < c(low))",0.869218,"globally[1,14](TNFα(t) > c(high)) and eventually[15,∞](TNFα(t) < c(low))",0.869218,"globally[1,14](TNFα(t) > c(high)) and eventually[15,∞](TNFα(t) < c(low))",0.869218,0,0,2
"globally[7, ∞](TNFα(t) < c(mid))",0.86725837,"globally[7, ∞](TNFα(t) < c(mid))",0.86725837,"globally[7, ∞](TNFα(t) < c(mid))",0.86725837,0,0,2
"globally[1,14](d_TNFα(t) < c(low)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8541889,"globally[1,14](d_TNFα(t) < c(low)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8541889,"globally[1,14](d_TNFα(t) < c(low)) and eventually[15,∞]globally(TNFα(t) < c(low))",0.8541889,0,0,2
"eventually[15,∞]globally(d_IL1Ra(t)=c(high) implies d_TNFα(t) > c(low))",0.73268485,"eventually[15,∞]globally(d_IL1Ra(t)=c(high) implies d_TNFα(t) > c(low))",0.73268485,TNFα(t) > c(low) implies TNFα(t) < c(high),0.7686649,1,0,1
"eventually[2,8]globally(d_IFNα(t)=d_c(low))",0.43890426,"eventually[2,8]globally(d_IFNα(t)=d_c(low))",0.43890426,"eventually[2,8]globally(d_IFNα(t)=d_c(low))",0.43890426,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"d_TNFα(t) < c(low) and eventually[1,∞]globally(d_TNFα(t)=d_c(low))",0.79788065,"d_TNFα(t) < c(low) and eventually[1,∞]globally(d_TNFα(t)=d_c(low))",0.79788065,"d_TNFα(t) < c(low) and eventually[1,∞]globally(d_TNFα(t)=d_c(low))",0.79788065,0,0,2
"eventually[14,∞]globally(TNFα(t) < c(high)) implies globally[0,14](TNFα(t) > c(low)) and eventually[14,∞]globally(IL8(t) < c(mid))",0.7761817,"eventually[14,∞]globally(TNFα(t) < c(high)) implies globally[0,14](TNFα(t) > c(low)) and eventually[14,∞]globally(IL8(t) < c(mid))",0.7761817,"eventually[14,∞]globally(TNFα(t) < c(high)) implies globally[0,14](TNFα(t) > c(low)) and eventually[14,∞]globally(IL8(t) < c(mid))",0.7761817,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,∞](TNFα(t) > c(high) implies d_TNFα(t) < d_c(high))",0.7146299,"globally[1,∞](TNFα(t) > c(high) implies d_TNFα(t) < d_c(high))",0.7146299,"globally[1,∞](TNFα(t) > c(high) implies d_TNFα(t) < d_c(high))",0.7146299,0,0,2
"eventually[14,∞]globally(TNFα(t) < c(mid))",0.8578728,"eventually[14,∞]globally(TNFα(t) < c(mid))",0.8578728,"eventually[14,∞]globally(TNFα(t) < c(mid))",0.8578728,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,∞]globally(d_TNFα(t) > 0) implies globally[0,∞](IL8(t) < c(mid))",0.7633516,"eventually[1,∞]globally(d_TNFα(t) > 0) implies globally[0,∞](IL8(t) < c(mid))",0.7633516,"eventually[1,∞]globally(d_TNFα(t) > 0) implies globally[0,∞](IL8(t) < c(mid))",0.7633516,0,0,2
"globally[1, ∞](TNFα(t) > c(mid))",0.8720497,"globally[1, ∞](TNFα(t) > c(mid))",0.8720497,"globally[1, ∞](TNFα(t) > c(mid))",0.8720497,0,0,2
"globally[1,14](d_TNFα(t) > c(low)) implies eventually[15,∞](d_TNFα(t) < c(high))",0.8267517,"globally[1,14](d_TNFα(t) > c(low)) implies eventually[15,∞](d_TNFα(t) < c(high))",0.8267517,"globally[1,14](d_TNFα(t) > c(low)) implies eventually[15,∞](d_TNFα(t) < c(high))",0.8267517,0,0,2
d_TNFα(t) > 0 and d_IL12(t)=0,0.7232643,d_TNFα(t) > 0 and d_IL12(t)=0,0.7232643,d_TNFα(t) > 0 and d_IL12(t)=0,0.7232643,0,0,2
