Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL1Ra(t) < c(low),0.7813773,"eventually[17, inf]globally(IL1Ra(t) < c(high))",1.0000001,N/A,N/A,1,1,0
"eventually[17, inf] (IL1Ra(t) < c(high))",0.98976433,"globally[17, inf](IL1Ra(t) < c(high))",0.98451567,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[17,inf](IL1Ra(t)=c(high))",0.965733,N/A,N/A,N/A,N/A,0,2,0
IL1Ra(t) < c(high),0.803234,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[17,inf]globally(IL1Ra(t) < c(high))",1.0000001,N/A,N/A,N/A,N/A,0,2,0
"globally[17,inf](IL1Ra(t) < c(high)) implies eventually[1,6](d_IL1Ra(t)=0)",0.80983627,"globally[17, inf](IL1Ra(t) < c(high))",0.98451567,N/A,N/A,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[17,inf]globally(d_IL1Ra(t) > d_c(high)) implies globally[17,inf](IL1Ra(t)=c(high))",0.8172112,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[17,inf]globally(d_IL1Ra(t)=c(high))",0.97923714,N/A,N/A,N/A,N/A,0,2,0
"globally[17,inf](IL1Ra(t) < c(high))",0.98451567,IL1Ra(t) < c(high),0.803234,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[17,inf]globally(IL1Ra(t)=c(high))",0.97923714,N/A,N/A,"eventually[17, inf]globally(IL1Ra(t) < c(high))",1.0000001,1,1,0
"globally[17, inf](IL1Ra(t) < c(high))",0.98451567,"eventually[17,inf]globally(IL1Ra(t) < c(high))",1.0000001,N/A,N/A,1,1,0
"globally[17,inf](d_IL1Ra(t) < d_c(high))",0.72373617,"globally[17, inf](IL1Ra(t) < c(high))
",0.98451567,N/A,N/A,1,1,0
