Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"d_IL1β(t)=d_c(high) and d_IL1Ra(t)=d_c(high) and globally[1,∞](d_IL1β(t) < c(high) and d_IL1Ra(t) < c(high))",0.65791744,"globally[1,∞](d_IL1β(t) = d_c(low)) and globally[1,14](d_IL1β(t) > d_c(high)) and eventually[15,∞](d_IL1β(t) < d_c(low))",0.6683087,"globally[1,∞](d_IL1β(t) = d_c(low)) and globally[1,14](d_IL1β(t) > d_c(high)) and eventually[15,∞](d_IL1β(t) < d_c(low))",0.6683087,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,15](d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.68002826,"globally[1,15](d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.68002826,"globally[1,15](d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.68002826,0,0,2
"IL6(t) < c(low) and globally[0,7](d_IL6(t) > d_c(high)) and eventually[7,14](d_IL6(t) = d_c(high)) and globally[14,∞](d_IL6(t) < d_c(high)) and IL1β(t) < c(low) and globally[0,7](d_IL1β(t) > d_c(high)) and eventually[7,14](d_IL1β(t) = d_c(high)) and globally[14,∞](d_IL1β(t) < d_c(high)) and IL1Ra(t) < c(low) and globally[0,7](d_IL1Ra(t) > d_c(high)) and eventually[7,14](d_IL1Ra(t) = d_c(high)) and globally[14,∞](d_IL1Ra(t) < d_c(high)) and IL8(t) < c(low) and globally[0,7](d_IL8(t) > d_c(high)) and eventually[7,14](d_IL8(t) = d_c(high)) and globally[14,∞](d_IL8(t) < d_c(high)) and IFNα(t) < c(low) and globally[0,7](d_IFNα(t) > d_c(high)) and eventually[7,14](d_IFNα(t) = d_c(high)) and globally[14,∞](d_IFNα(t) < d_c(high)) and SARSCoV2(t) < c(low) and globally[0,7](d_SARSCoV2(t) > d_c(high)) and eventually[7,14](d_SARSCoV2(t) = d_c(high)) and globally[14,∞](d_SARSCoV2(t) < d_c(high)) and IL1RN(t) < c(low) and globally[0,7](d_IL1RN(t) > d_c(high)) and eventually[7,14](d_IL1RN(t) = d_c(high)) and globally[14,∞](d_IL1RN(t) < d_c(high))",0.6070304,"IL6(t) < c(low) and globally[0,7](d_IL6(t) > d_c(high)) and eventually[7,14](d_IL6(t) = d_c(high)) and globally[14,∞](d_IL6(t) < d_c(high)) and IL1β(t) < c(low) and globally[0,7](d_IL1β(t) > d_c(high)) and eventually[7,14](d_IL1β(t) = d_c(high)) and globally[14,∞](d_IL1β(t) < d_c(high)) and IL1Ra(t) < c(low) and globally[0,7](d_IL1Ra(t) > d_c(high)) and eventually[7,14](d_IL1Ra(t) = d_c(high)) and globally[14,∞](d_IL1Ra(t) < d_c(high)) and IL8(t) < c(low) and globally[0,7](d_IL8(t) > d_c(high)) and eventually[7,14](d_IL8(t) = d_c(high)) and globally[14,∞](d_IL8(t) < d_c(high)) and IFNα(t) < c(low) and globally[0,7](d_IFNα(t) > d_c(high)) and eventually[7,14](d_IFNα(t) = d_c(high)) and globally[14,∞](d_IFNα(t) < d_c(high)) and SARSCoV2(t) < c(low) and globally[0,7](d_SARSCoV2(t) > d_c(high)) and eventually[7,14](d_SARSCoV2(t) = d_c(high)) and globally[14,∞](d_SARSCoV2(t) < d_c(high)) and IL1RN(t) < c(low) and globally[0,7](d_IL1RN(t) > d_c(high)) and eventually[7,14](d_IL1RN(t) = d_c(high)) and globally[14,∞](d_IL1RN(t) < d_c(high))",0.6070304,"globally[2,∞](d_IL1β(t) < d_c(high))",0.6996176,1,0,1
IL6(t)=c(low) implies d_IL6(t) < d_c(high) and d_IL12(t) > d_c(high) implies d_IFNα(t)=d_c(high),0.38872662,d_IL1β(t) < c(mid) and d_IL1Ra(t) > d_c(high),0.65252024,d_IL1β(t) < c(mid) and d_IL1Ra(t) > d_c(high),0.65252024,2,0,0
"IL6(t) = c(mid) and IL12(t) = c(high) and IL1β(t) = c(high) and IL1Ra(t) = c(high) and globally[15, ∞](d_TNFα(t) < d_c(low)) and IL8(t) > c(high)",0.6284368,"IL6(t) = c(mid) and IL12(t) = c(high) and IL1β(t) = c(high) and IL1Ra(t) = c(high) and globally[15, ∞](d_TNFα(t) < d_c(low)) and IL8(t) > c(high)",0.6284368,"IL6(t) = c(mid) and IL12(t) = c(high) and IL1β(t) = c(high) and IL1Ra(t) = c(high) and globally[15, ∞](d_TNFα(t) < d_c(low)) and IL8(t) > c(high)",0.6284368,0,0,2
"globally[1,∞](IL8(t) < c(mid) implies d_TNFα(t) < d_c(high)) and d_IL1β(t) = c(low) implies d_IL1Ra(t) > c(high) and globally[1,∞](IL6(t) < c(low) implies d_IL1β(t) < d_c(high))",0.62720037,"globally[1,∞](IL8(t) < c(mid) implies d_TNFα(t) < d_c(high)) and d_IL1β(t) = c(low) implies d_IL1Ra(t) > c(high) and globally[1,∞](IL6(t) < c(low) implies d_IL1β(t) < d_c(high))",0.62720037,"eventually[1,∞]globally(d_IL1β(t)=d_c(low) and d_IL1Ra(t)=d_c(low))",0.66589904,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1, ∞]globally(IL1β(t) > c(high) and IL1Ra(t) < c(high))",0.7153691,"eventually[1, ∞]globally(IL1β(t) > c(high) and IL1Ra(t) < c(high))",0.7153691,"eventually[1, ∞]globally(IL1β(t) > c(high) and IL1Ra(t) < c(high))",0.7153691,0,0,2
"eventually[1,7]globally(d_IL1β(t) > d_c(low) and d_IL1Ra(t) < d_c(low)) and eventually[8,14]globally(d_IL1β(t) > d_c(high) and d_IL1Ra(t) < d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.6708346,"eventually[1,7]globally(d_IL1β(t) > d_c(low) and d_IL1Ra(t) < d_c(low)) and eventually[8,14]globally(d_IL1β(t) > d_c(high) and d_IL1Ra(t) < d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.6708346,"eventually[1,7]globally(d_IL1β(t) > d_c(low) and d_IL1Ra(t) < d_c(low)) and eventually[8,14]globally(d_IL1β(t) > d_c(high) and d_IL1Ra(t) < d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low))",0.6708346,0,0,2
d_IFNα(t) < d_c(high) implies d_SARSCoV2(t) > d_c(low),0.20299554,d_IFNα(t) < d_c(high) implies d_SARSCoV2(t) > d_c(low),0.20299554,d_IFNα(t) < d_c(high) implies d_SARSCoV2(t) > d_c(low),0.20299554,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"d_IL1β(t)=c(low) implies d_IL1Ra(t) > c(high) and globally[15,∞](d_IL1Ra(t) < d_c(high))",0.6343595,"d_IL1β(t)=c(low) implies d_IL1Ra(t) > c(high) and globally[15,∞](d_IL1Ra(t) < d_c(high))",0.6343595,"d_IL1β(t)=c(low) implies d_IL1Ra(t) > c(high) and globally[15,∞](d_IL1Ra(t) < d_c(high))",0.6343595,0,0,2
"globally[1,7](d_IL1β(t) > c(low)) implies globally[8,14](IL1β(t) = c(low) and d_IL1β(t) < c(high))",0.6828489,"globally[1,7](d_IL1β(t) > c(low)) implies globally[8,14](IL1β(t) = c(low) and d_IL1β(t) < c(high))",0.6828489,"globally[1,7](d_IL1β(t) > c(low)) implies globally[8,14](IL1β(t) = c(low) and d_IL1β(t) < c(high))",0.6828489,0,0,2
"globally[15,∞](d_IFNα(t) > 0)",0.39285207,"globally[1, ∞](d_IL1β(t) < d_c(high)) and globally[1, ∞](d_IL1Ra(t) < d_c(high))",0.64895415,"globally[1, ∞](d_IL1β(t) < d_c(high)) and globally[1, ∞](d_IL1Ra(t) < d_c(high))",0.64895415,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,∞](IL1β(t)<c(mid) and IL1Ra(t)<c(mid))",0.7463596,"globally[1,∞](IL1β(t)<c(mid) and IL1Ra(t)<c(mid))",0.7463596,"globally[1,∞](IL1β(t)<c(mid) and IL1Ra(t)<c(mid))",0.7463596,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[8, ∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(high))",0.7397472,"eventually[8, ∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(high))",0.7397472,"eventually[8, ∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(high))",0.7397472,0,0,2
"globally[0,8](IL1Ra(t) > c(low)) implies eventually[1,∞](IFNα(t) > c(high))",0.57839024,"globally[1,14](d_IL1β(t) < d_c(low)) and globally[1,14](d_IL1Ra(t) < d_c(low)) and eventually[15,∞](d_IL1β(t) > d_c(high)) and eventually[15,∞](d_IL1Ra(t) > d_c(high))",0.67504627,"globally[1,14](d_IL1β(t) < d_c(low)) and globally[1,14](d_IL1Ra(t) < d_c(low)) and eventually[15,∞](d_IL1β(t) > d_c(high)) and eventually[15,∞](d_IL1Ra(t) > d_c(high))",0.67504627,2,0,0
IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high),0.36354983,IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high),0.36354983,IL1Ra(t) > c(mid) implies SARSCoV2(t)=c(high),0.36354983,0,0,2
"globally[1,7](d_IL1β(t)=0) implies globally[8,14](d_IL1β(t) > d_c(low)) and globally[8,14](d_IL1β(t) < d_c(high))",0.6584205,"eventually[1,14]globally(d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.74634314,"eventually[1,14]globally(d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.74634314,2,0,0
"IL6(t) < c(mid) and d_IL6(t) < d_c(low) and globally[15,∞](d_IL1β(t) > d_c(high) implies d_IL1β(t) < 0)",0.59834576,"IL6(t) < c(mid) and d_IL6(t) < d_c(low) and globally[15,∞](d_IL1β(t) > d_c(high) implies d_IL1β(t) < 0)",0.59834576,"IL6(t) < c(mid) and d_IL6(t) < d_c(low) and globally[15,∞](d_IL1β(t) > d_c(high) implies d_IL1β(t) < 0)",0.59834576,0,0,2
"eventually[14,∞]globally(d_IL12(t) = 0) and d_IL12(t) > d_c(low) and IL8(t) > c(mid)",0.55307615,"eventually[14,∞]globally(d_IL12(t) = 0) and d_IL12(t) > d_c(low) and IL8(t) > c(mid)",0.55307615,"eventually[1,∞](d_IL1β(t)=c(mid) implies d_IL1Ra(t)=d_c(high))",0.7223983,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"d_IFNβ(t) < d_c(low) and eventually[14,15]globally(d_IFNβ(t)=d_c(low) and d_IFNα(t)=d_c(low))",0.32955027,"d_IL1β(t) = d_c(low) implies IL1β(t) < c(low) and d_IL1Ra(t) = d_c(low) implies IL1Ra(t) < c(low) and eventually[14,∞]globally(d_IL1β(t) = d_c(low) and d_IL1Ra(t) = d_c(low))",0.61946803,"d_IL1β(t) = d_c(low) implies IL1β(t) < c(low) and d_IL1Ra(t) = d_c(low) implies IL1Ra(t) < c(low) and eventually[14,∞]globally(d_IL1β(t) = d_c(low) and d_IL1Ra(t) = d_c(low))",0.61946803,2,0,0
"globally[0,14](d_IL1β(t) < d_c(high)) and globally[0,14](d_IL1Ra(t) < d_c(high))",0.6788793,"eventually[6,14](d_IL1β(t)=c(high) and d_IL1Ra(t)=c(low))",0.7214246,"eventually[6,14](d_IL1β(t)=c(high) and d_IL1Ra(t)=c(low))",0.7214246,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(d_IL1β(t) < c(high)) and eventually[1,14]globally(d_IL1β(t) = c(mid)) and eventually[15,∞]globally(d_IL1β(t) < c(low)) and eventually[16,∞]globally(d_IL1β(t) < c(low)) and eventually[1,14]globally(d_IL1Ra(t) < c(high)) and eventually[15,∞]globally(d_IL1Ra(t) < c(low)) and eventually[1,14]globally(d_IL1Ra(t) < c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < c(low))",0.6835551,"eventually[1,7]globally(d_IL1β(t) < c(high)) and eventually[1,14]globally(d_IL1β(t) = c(mid)) and eventually[15,∞]globally(d_IL1β(t) < c(low)) and eventually[16,∞]globally(d_IL1β(t) < c(low)) and eventually[1,14]globally(d_IL1Ra(t) < c(high)) and eventually[15,∞]globally(d_IL1Ra(t) < c(low)) and eventually[1,14]globally(d_IL1Ra(t) < c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < c(low))",0.6835551,"eventually[1,7]globally(d_IL1β(t) < c(high)) and eventually[1,14]globally(d_IL1β(t) = c(mid)) and eventually[15,∞]globally(d_IL1β(t) < c(low)) and eventually[16,∞]globally(d_IL1β(t) < c(low)) and eventually[1,14]globally(d_IL1Ra(t) < c(high)) and eventually[15,∞]globally(d_IL1Ra(t) < c(low)) and eventually[1,14]globally(d_IL1Ra(t) < c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < c(low))",0.6835551,0,0,2
"globally[1,7](d_IL1β(t)=c(high) and d_IL1Ra(t)=c(high))",0.727365,"globally[1,7](d_IL1β(t)=c(high) and d_IL1Ra(t)=c(high))",0.727365,"globally[1,7](d_IL1β(t)=c(high) and d_IL1Ra(t)=c(high))",0.727365,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
