Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IFNα(t) < c(low) implies IFNα(t) < c(mid),0.44009835,N/A,N/A,"eventually[7,16](IFNβ(t)=c(mid))",0.39872497,0,2,0
IFNα(t) < c(high),0.5139018,N/A,N/A,"globally[0, inf](IFNα(t) < c(mid)) and eventually[7, 12]globally(IL1β(t) < c(mid))",0.36746818,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IFNα(t)=c(low) implies d_IFNβ(t) > 0,0.4034448,"eventually[6,inf](IL8(t) > c(mid))",0.26073235,N/A,N/A,0,2,0
d_IFNα(t) < c(high),0.5139018,N/A,N/A,"globally[2,4](IFNα(t)=c(mid) implies d_IFNα(t) < d_c(low))",0.41839236,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IFNα(t) > c(high) implies IFNα(t)=c(mid),0.46604878,N/A,N/A,IFNβ(t) < c(mid) implies IL1Ra(t) < c(mid),0.4142565,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IFNα(t) < d_c(low) and d_CCR2(t) > d_c(low),0.45696503,N/A,N/A,N/A,N/A,0,2,0
d_IFNα(t) < d_c(high) implies d_IL8(t) < c(low) and d_IL1β(t) < c(low),0.40488636,IL1Ra(t) < c(mid) and d_IFNβ(t) > 0,0.38070238,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL1β(t) > c(high) and SARSCoV2(t) < c(low),0.30463463,N/A,N/A,"globally[0,inf](IL8(t) < c(mid)) and globally[0,inf](IFNβ(t) < c(high))",0.34134686,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL8(t) > c(mid) implies IL1Ra(t)=c(high),0.2862177,N/A,N/A,"globally[4,13](d_IFNα(t) > 0 and d_IL6(t) < 0)",0.3824591,1,1,0
"globally[3,17](IL1RN(t) > c(low) and IL8(t) > c(high)) and TNFα(t) = c(low) and IFNα(t) < c(high)",0.4213658,d_IL8(t) > c(mid) and d_IFNα(t) < d_c(low),0.46625143,"d_IFNα(t) < d_c(low) and globally[0,3](d_IFNα(t) < d_c(low))",0.3702599,1,1,0
"globally[0,inf](IL1β(t) < c(low))",0.2666606,"globally[5,inf](TNFα(t) < c(low)) and IL6(t) > c(low)",0.340603,N/A,N/A,1,1,0
d_IFNα(t) < c(low),0.5078008,"eventually[15,inf]globally(IL8(t)=c(mid))",0.2210607,"eventually[inf,inf]globally(d_IFNβ(t)=d_c(high) implies d_IL8(t) < c(low))",0.38516498,0,2,0
