Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,14](d_IL1β(t) > d_c(low) and d_IL1Ra(t) > d_c(low)) implies eventually[8,∞](d_IL1β(t) = c(mid) and d_IL1Ra(t) = c(mid))",0.73511684,"globally[1,14](d_IL1β(t) > d_c(low) and d_IL1Ra(t) > d_c(low)) implies eventually[8,∞](d_IL1β(t) = c(mid) and d_IL1Ra(t) = c(mid))",0.73511684,"globally[1,14](d_IL1β(t) > d_c(low) and d_IL1Ra(t) > d_c(low)) implies eventually[8,∞](d_IL1β(t) = c(mid) and d_IL1Ra(t) = c(mid))",0.73511684,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL8(t) > c(low) and d_IFNα(t) > 0,0.47080034,IL8(t) > c(low) and d_IFNα(t) > 0,0.47080034,IL8(t) > c(low) and d_IFNα(t) > 0,0.47080034,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](d_IL1β(t)=c(mid) implies d_IL1β(t) < d_c(low)) and globally[1,7](d_IL1Ra(t)=c(mid) implies d_IL1Ra(t) < d_c(low))",0.68030024,"globally[1,7](d_IL1β(t)=c(mid) implies d_IL1β(t) < d_c(low)) and globally[1,7](d_IL1Ra(t)=c(mid) implies d_IL1Ra(t) < d_c(low))",0.68030024,"globally[1,7](d_IL1β(t)=c(mid) implies d_IL1β(t) < d_c(low)) and globally[1,7](d_IL1Ra(t)=c(mid) implies d_IL1Ra(t) < d_c(low))",0.68030024,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL1β(t) < c(mid) and eventually[1,14]globally(d_IL1β(t)=d_c(high)) and IL1Ra(t) < c(mid) and eventually[15,∞](d_IL1Ra(t)=d_c(low))",0.7340203,"IL1β(t) < c(mid) and eventually[1,14]globally(d_IL1β(t)=d_c(high)) and IL1Ra(t) < c(mid) and eventually[15,∞](d_IL1Ra(t)=d_c(low))",0.7340203,"IL1β(t) < c(mid) and eventually[1,14]globally(d_IL1β(t)=d_c(high)) and IL1Ra(t) < c(mid) and eventually[15,∞](d_IL1Ra(t)=d_c(low))",0.7340203,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,7](IL1β(t)=c(mid) implies d_IL1β(t) < d_c(low)) and globally[1,7](IL1Ra(t)=c(mid) implies d_IL1Ra(t) < d_c(low))",0.68030024,"eventually[1,∞](d_IL1β(t) = c(mid) and d_IL1Ra(t) = c(mid)) and d_IL1β(t) < d_c(high) and d_IL1Ra(t) < d_c(high)",0.68085575,"eventually[1,∞](d_IL1β(t) = c(mid) and d_IL1Ra(t) = c(mid)) and d_IL1β(t) < d_c(high) and d_IL1Ra(t) < d_c(high)",0.68085575,2,0,0
"globally[0,1](IL6(t) < c(high)) and eventually[1,∞]globally(IL6(t) < c(high)) and globally[0,1](IL12(t) < c(high)) and eventually[1,∞]globally(IL12(t) < c(high)) and globally[0,1](IL1β(t) > c(low)) and eventually[9,∞]globally(IL1β(t) < c(mid)) and eventually[9,∞]globally(IL1Ra(t) < c(mid)) and eventually[11,∞]globally(IL1Ra(t) < c(high))",0.6385363,"globally[0,1](IL6(t) < c(high)) and eventually[1,∞]globally(IL6(t) < c(high)) and globally[0,1](IL12(t) < c(high)) and eventually[1,∞]globally(IL12(t) < c(high)) and globally[0,1](IL1β(t) > c(low)) and eventually[9,∞]globally(IL1β(t) < c(mid)) and eventually[9,∞]globally(IL1Ra(t) < c(mid)) and eventually[11,∞]globally(IL1Ra(t) < c(high))",0.6385363,"eventually[8,15]globally(IFNβ(t)=c(high) implies IL1β(t) > c(high))",0.6535299,1,0,1
"eventually[1,7]globally(d_IL1β(t)=d_c(high) and d_IL1Ra(t)=d_c(high))",0.71905124,"eventually[1,7]globally(d_IL1β(t)=d_c(high) and d_IL1Ra(t)=d_c(high))",0.71905124,"eventually[1,7]globally(d_IL1β(t)=d_c(high) and d_IL1Ra(t)=d_c(high))",0.71905124,0,0,2
"globally[1,17](d_IL1β(t) < c(high) implies d_IL1Ra(t) = d_c(low))",0.71744394,"globally[1,17](d_IL1β(t) < c(high) implies d_IL1Ra(t) = d_c(low))",0.71744394,"globally[1,17](d_IL1β(t) < c(high) implies d_IL1Ra(t) = d_c(low))",0.71744394,0,0,2
